ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp.x,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,SpfKoC4M1,SpfKoC4M2,SpfKoC4M5,SpfKoC5M1,SpfKoC5M3,SpfKoC5M4,AvgWT,AvgKO,KO.WT,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_43110,chr4,141730542,35581,0,NM_144531,9030409G11Rik,141766123,141658305,-,-35387,NM_001109685,9030409G11Rik,141795316,141695155,-,N,N,N,N,32887,CpG_End,CpG: 17,chr4,141697452,141697655,61.3,0.89,19.1,23.69,28.3,30.06,25.07,22.76,48.58,46.47,35.63,32.28,56.36,57.51,24.83,46.13833333,21.30833333,0.000859132,3.065940105,0,1
SmaI_mm9_43111,chr4,141730789,35334,0,NM_144531,9030409G11Rik,141766123,141658305,-,-35634,NM_001109685,9030409G11Rik,141795316,141695155,-,N,N,N,N,33134,CpG_End,CpG: 17,chr4,141697452,141697655,61.3,0.89,29.77,34.44,38.39,44.47,28.21,30.13,53.03,52.39,46.85,39.6,60.67,62.31,34.235,52.475,18.24,0.001732732,2.761268604,0,1
SmaI_mm9_43112,chr4,141731019,35104,0,NM_144531,9030409G11Rik,141766123,141658305,-,-35864,NM_001109685,9030409G11Rik,141795316,141695155,-,N,B4,SINE,B4,33364,CpG_End,CpG: 17,chr4,141697452,141697655,61.3,0.89,75.18,71.67,75.83,79.1,77.9,73.88,65.58,66.55,61.06,64.21,57.93,65.23,75.59333333,63.42666667,-12.16666666,3.65E-05,4.437774962,0,1
SmaI_mm9_43125,chr4,141795119,197,1,NM_001109685,9030409G11Rik,141795316,141695155,-,-99964,NM_001109685,9030409G11Rik,141795316,141695155,-,Y,N,N,N,-318,CpG_End,CpG: 85,chr4,141794743,141795437,69.9,1.03,0,0,1.01,0,0,0.78,5.55,2.52,6.35,3.38,4.62,4.31,0.298333333,4.455,4.156666667,4.11E-05,4.386493274,0,1
SmaI_mm9_43126,chr4,141795373,-57,1,NM_001109685,9030409G11Rik,141795316,141695155,-,-100218,NM_001109685,9030409G11Rik,141795316,141695155,-,Y,N,N,N,-64,CpG_End,CpG: 85,chr4,141794743,141795437,69.9,1.03,0.29,0,1.04,0.29,0,0.27,2.64,3.4,2.88,1.55,4.1,4.44,0.315,3.168333333,2.853333333,9.47E-05,4.023518423,0,0
SmaI_mm9_43140,chr4,141987364,-192048,0,NM_001109685,9030409G11Rik,141795316,141695155,-,-292209,NM_001109685,9030409G11Rik,141795316,141695155,-,N,N,N,N,191927,CpG_End,CpG: 85,chr4,141794743,141795437,69.9,1.03,42.25,43.07,57.31,51.5,61.44,54.64,54.47,58.03,54.57,54.99,58.06,53.83,51.70166667,55.65833333,3.95666666,0.251181596,0.600012184,0,0
SmaI_mm9_43141,chr4,141987586,-192270,0,NM_001109685,9030409G11Rik,141795316,141695155,-,-292431,NM_001109685,9030409G11Rik,141795316,141695155,-,N,N,N,N,192149,CpG_End,CpG: 85,chr4,141794743,141795437,69.9,1.03,59.94,56.47,61.14,65.22,61.23,62.98,67.84,67.72,65.91,64.18,65.91,67.43,61.16333333,66.49833333,5.335,0.002540699,2.595046783,0,0
SmaI_mm9_4332,chr1,80336800,205,1,NM_016716,Cul3,80337005,80263393,-,-73407,NM_016716,Cul3,80337005,80263393,-,N,N,N,N,-417847,CpG_Start,CpG: 78,chr1,80754647,80755360,70.3,0.89,0.65,0,NA,0,NA,0,0.18,0.53,0.43,0,0,0.18,0.1625,0.22,0.0575,0.744375225,0.12820809,0,1
SmaI_mm9_43458,chr4,147315086,82,1,NM_029841,2510039O18Rik,147315004,147321423,+,-6337,NM_029841,2510039O18Rik,147315004,147321423,+,Y,N,N,N,196,CpG_Start,CpG: 99,chr4,147314890,147315784,70.9,0.88,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.041666667,0.041666667,0.340893132,0.467381748,0,1
SmaI_mm9_43459,chr4,147315395,391,1,NM_029841,2510039O18Rik,147315004,147321423,+,-6028,NM_029841,2510039O18Rik,147315004,147321423,+,Y,N,N,N,-389,CpG_End,CpG: 99,chr4,147314890,147315784,70.9,0.88,0.18,0.17,0,0,0,0,0.18,0.09,0,0.11,0.1,0.28,0.058333333,0.126666667,0.068333334,0.229735535,0.638771824,0,1
SmaI_mm9_43460,chr4,147315613,609,0,NM_029841,2510039O18Rik,147315004,147321423,+,-5810,NM_029841,2510039O18Rik,147315004,147321423,+,Y,N,N,N,-171,CpG_End,CpG: 99,chr4,147314890,147315784,70.9,0.88,0,0,0,0,NA,0,0.15,0.16,0.2,0.58,0.33,0.5,0,0.32,0.32,0.003867757,2.412540819,0,1
SmaI_mm9_43471,chr4,147412957,-81,1,NM_011929,Clcn6,147412876,147380593,-,-20714,NM_010840,Mthfr,147413186,147433671,+,Y,N,N,N,-393,CpG_End,CpG: 73,chr4,147412474,147413350,66.1,0.77,0,0,0,0,NA,0.61,0,0,1.18,0.43,0.44,0.29,0.122,0.39,0.268,0.263620761,0.579020391,0,0
SmaI_mm9_43490,chr4,147539923,5146,0,NM_176848,Fbxo2,147534777,147540526,+,-603,NM_176848,Fbxo2,147534777,147540526,+,N,N,N,N,1296,CpG_End,CpG: 23,chr4,147538302,147538627,67.2,0.63,4.48,2.87,4.02,3.75,6.74,3.34,5.67,6.98,5.38,6.98,4.05,4.81,4.2,5.645,1.445,0.077216174,1.112291721,1,1
SmaI_mm9_43491,chr4,147540174,5397,0,NM_176848,Fbxo2,147534777,147540526,+,-352,NM_176848,Fbxo2,147534777,147540526,+,N,N,N,N,1547,CpG_End,CpG: 23,chr4,147538302,147538627,67.2,0.63,3.38,5.95,5.82,9.94,3.82,4.18,8.71,7.81,9.42,7.99,13.35,13.14,5.515,10.07,4.555,0.009568364,2.019162312,1,1
SmaI_mm9_43509,chr4,147662143,-69,1,NM_001083342,Ptchd2,147662074,147610966,-,-51177,NM_001083342,Ptchd2,147662074,147610966,-,Y,N,N,N,-223,CpG_End,CpG: 70,chr4,147661565,147662366,65.1,0.83,2.11,0.44,1.4,1.87,1.78,1.83,2.89,6.18,4.14,5,7.2,5.81,1.571666667,5.203333333,3.631666666,0.000306744,3.513223923,0,0
SmaI_mm9_43510,chr4,147662542,-468,1,NM_001083342,Ptchd2,147662074,147610966,-,-51576,NM_001083342,Ptchd2,147662074,147610966,-,N,N,N,N,176,CpG_End,CpG: 70,chr4,147661565,147662366,65.1,0.83,11.17,8.39,12.24,17.56,11.79,11.13,12.38,13.81,11.74,12.26,13.38,7.98,12.04666667,11.925,-0.12166667,0.936751255,0.028375716,1,0
SmaI_mm9_43595,chr4,148178427,-74,1,NM_027195,Casz1,148178501,148319239,+,132746,NM_001085505,Gm572,148017426,148045681,+,Y,N,N,N,161,CpG_Start,CpG: 195,chr4,148178266,148181221,60.1,0.75,0,0,0,0.16,0.17,0,0.47,0.7,1.04,0.82,0.63,1.68,0.055,0.89,0.835,0.000910006,3.040955744,0,0
SmaI_mm9_43596,chr4,148178735,234,1,NM_027195,Casz1,148178501,148319239,+,133054,NM_001085505,Gm572,148017426,148045681,+,Y,N,N,N,469,CpG_Start,CpG: 195,chr4,148178266,148181221,60.1,0.75,0,0,0.18,0.32,0,0,0.47,0.21,0.26,0.41,0.51,0.6,0.083333333,0.41,0.326666667,0.002736781,2.562759954,0,1
SmaI_mm9_43598,chr4,148179597,1096,0,NM_027195,Casz1,148178501,148319239,+,133916,NM_001085505,Gm572,148017426,148045681,+,Y,N,N,N,1331,CpG_Start,CpG: 195,chr4,148178266,148181221,60.1,0.75,0.52,0,0,0,0,0.17,0.69,0.19,0.71,0.71,0.81,2.03,0.115,0.856666667,0.741666667,0.018992795,1.721411119,0,1
SmaI_mm9_43599,chr4,148179962,1461,0,NM_027195,Casz1,148178501,148319239,+,134281,NM_001085505,Gm572,148017426,148045681,+,Y,N,N,N,-1259,CpG_End,CpG: 195,chr4,148178266,148181221,60.1,0.75,0,0,0,0,0.2,0,0.29,0.22,0.58,0,0,0.27,0.033333333,0.226666667,0.193333334,0.067526257,1.170527323,0,1
SmaI_mm9_43600,chr4,148179988,1487,0,NM_027195,Casz1,148178501,148319239,+,134307,NM_001085505,Gm572,148017426,148045681,+,Y,N,N,N,-1233,CpG_End,CpG: 195,chr4,148178266,148181221,60.1,0.75,0,0.31,0,0,0.53,0,0.17,0.31,0,0.36,0.16,0.32,0.14,0.22,0.08,0.476912649,0.321561159,0,1
SmaI_mm9_43601,chr4,148180231,1730,0,NM_027195,Casz1,148178501,148319239,+,134550,NM_001085505,Gm572,148017426,148045681,+,Y,GC_rich,Low_complexity,Low_complexity,-990,CpG_End,CpG: 195,chr4,148178266,148181221,60.1,0.75,0,0,0,0,0,0.37,0.5,0.48,0.61,0.19,1.19,0.35,0.061666667,0.553333333,0.491666666,0.009346886,2.029333054,0,1
SmaI_mm9_43608,chr4,148186724,8223,0,NM_027195,Casz1,148178501,148319239,+,-132515,NM_027195,Casz1,148178501,148319239,+,N,N,N,N,5503,CpG_End,CpG: 195,chr4,148178266,148181221,60.1,0.75,67.56,68.02,63.8,68.68,66.3,70.48,55.4,56.34,59.92,66.9,45.26,50.76,67.47333333,55.76333333,-11.71,0.004205175,2.376215926,0,1
SmaI_mm9_43609,chr4,148187043,8542,0,NM_027195,Casz1,148178501,148319239,+,-132196,NM_027195,Casz1,148178501,148319239,+,N,N,N,N,5822,CpG_End,CpG: 195,chr4,148178266,148181221,60.1,0.75,86.15,86.36,89.52,88.5,92.29,85.66,72.86,71.94,76.93,78.84,60.24,68.89,88.08,71.61666667,-16.46333333,0.000201952,3.694751842,0,1
SmaI_mm9_43616,chr4,148214344,35843,0,NM_027195,Casz1,148178501,148319239,+,-104895,NM_027195,Casz1,148178501,148319239,+,N,N,N,N,33123,CpG_End,CpG: 195,chr4,148178266,148181221,60.1,0.75,96.29,97.74,97.08,96.92,97.08,96.33,89.58,88.36,89.75,92.82,81.36,85.98,96.90666667,87.975,-8.93166667,0.000254699,3.59397276,0,1
SmaI_mm9_43617,chr4,148214627,36126,0,NM_027195,Casz1,148178501,148319239,+,-104612,NM_027195,Casz1,148178501,148319239,+,N,N,N,N,33406,CpG_End,CpG: 195,chr4,148178266,148181221,60.1,0.75,94.3,93.68,94.91,93.09,95.79,96.71,92.14,94.57,89.74,93.24,90.6,91.81,94.74666667,92.01666667,-2.73,0.012626522,1.89871626,0,1
SmaI_mm9_43630,chr4,148267059,88558,0,NM_027195,Casz1,148178501,148319239,+,-52180,NM_027195,Casz1,148178501,148319239,+,N,N,N,N,1448,CpG_End,CpG: 44,chr4,148265088,148265611,68.1,0.72,86.55,75.09,78.17,83.35,79.96,81.46,74.06,83.84,78.04,78.1,72.31,74.55,80.76333333,76.81666667,-3.94666666,0.124052891,0.90639311,1,1
SmaI_mm9_43631,chr4,148267285,88784,0,NM_027195,Casz1,148178501,148319239,+,-51954,NM_027195,Casz1,148178501,148319239,+,N,N,N,N,1674,CpG_End,CpG: 44,chr4,148265088,148265611,68.1,0.72,85.18,80.58,74.61,83.11,88.3,85.63,80.33,84.46,81.39,81.78,76.77,80.41,82.90166667,80.85666667,-2.045,0.377730304,0.422818172,1,1
SmaI_mm9_43648,chr4,148330731,143190,0,NM_019781,Pex14,148473921,148334644,-,1730,NM_001159344,Casz1,148178501,148329001,+,N,N,N,N,3911,CpG_End,CpG: 90,chr4,148325770,148326820,60.5,0.94,75.71,75.19,81.03,81.76,81.04,79.62,72.46,87.29,84.74,81.64,79.76,79.82,79.05833333,80.95166667,1.89333334,0.446699984,0.349984063,0,0
SmaI_mm9_43675,chr4,148540667,149,1,NM_001081274,Pgd,148540816,148524094,-,9763,NM_207682,Kif1b,148681807,148550430,-,Y,N,N,N,302,CpG_Start,CpG: 65,chr4,148540365,148541088,66.6,0.81,0,0,0,0,0,0,0.9,0,0.65,0,0.49,1,0,0.506666667,0.506666667,0.016552876,1.781126538,0,1
SmaI_mm9_43676,chr4,148540914,-98,1,NM_001081274,Pgd,148540816,148524094,-,9516,NM_207682,Kif1b,148681807,148550430,-,Y,N,N,N,-174,CpG_End,CpG: 65,chr4,148540365,148541088,66.6,0.81,0,0,0.6,0,0,0,0.23,0,0,0.82,0.26,0.21,0.1,0.253333333,0.153333333,0.35562653,0.449005848,0,0
SmaI_mm9_43684,chr4,148681786,21,1,NM_008441,Kif1b,148681807,148607843,-,20739,NM_022022,Ube4b,148800740,148702525,-,Y,N,N,N,-549,CpG_End,CpG: 141,chr4,148681202,148682335,71.8,0.97,0,0,0,0,0,0,0.16,0.14,0.57,0.63,0.13,0.67,0,0.383333333,0.383333333,0.005327866,2.273446707,0,1
SmaI_mm9_43685,chr4,148682104,-297,1,NM_008441,Kif1b,148681807,148607843,-,20421,NM_022022,Ube4b,148800740,148702525,-,Y,N,N,N,-231,CpG_End,CpG: 141,chr4,148681202,148682335,71.8,0.97,0.26,0,0,0,0,0,0.16,0,0,0.31,0.51,0.13,0.043333333,0.185,0.141666667,0.151504632,0.819574089,0,0
SmaI_mm9_43792,chr4,149404608,-21476,0,NM_173371,H6pd,149383132,149353590,-,-38056,NR_029751,Mir34a,149442563,149442664,+,N,N,N,N,-18115,CpG_Start,CpG: 42,chr4,149422723,149423191,65.5,0.84,0,0,0,0,0,0,0.12,0.58,0.59,0.15,0.11,0.14,0,0.281666667,0.281666667,0.015019365,1.823348428,0,0
SmaI_mm9_43793,chr4,149404794,-21662,0,NM_173371,H6pd,149383132,149353590,-,-37870,NR_029751,Mir34a,149442563,149442664,+,N,N,N,N,-17929,CpG_Start,CpG: 42,chr4,149422723,149423191,65.5,0.84,0.1,0,0,0,0,0.09,0.12,0.35,0.08,0.54,0.28,0.19,0.031666667,0.26,0.228333333,0.010028486,1.998764627,0,0
SmaI_mm9_43794,chr4,149405102,-21970,0,NM_173371,H6pd,149383132,149353590,-,-37562,NR_029751,Mir34a,149442563,149442664,+,N,N,N,N,-17621,CpG_Start,CpG: 42,chr4,149422723,149423191,65.5,0.84,0.36,0,0.33,0.26,0.3,0.44,1.01,0.95,0.48,0.98,0.42,0.69,0.281666667,0.755,0.473333333,0.003346815,2.475368293,0,0
SmaI_mm9_43801,chr4,149418668,-23895,0,NR_029751,Mir34a,149442563,149442664,+,-23996,NR_029751,Mir34a,149442563,149442664,+,N,N,N,N,-4055,CpG_Start,CpG: 42,chr4,149422723,149423191,65.5,0.84,66.82,74.72,70.69,79.52,79.54,76.99,61.79,80.41,75.62,71.67,61.07,77.3,74.71333333,71.31,-3.40333333,0.406604467,0.390827854,0,0
SmaI_mm9_43802,chr4,149419046,-23517,0,NR_029751,Mir34a,149442563,149442664,+,-23618,NR_029751,Mir34a,149442563,149442664,+,N,N,N,N,-3677,CpG_Start,CpG: 42,chr4,149422723,149423191,65.5,0.84,66.17,82.09,74.95,81.44,82.14,81.92,67.49,82.13,76.37,76.78,66.65,70.77,78.11833333,73.365,-4.75333333,0.219009682,0.659536685,0,0
SmaI_mm9_43815,chr4,149476099,14487,0,NM_177366,Gpr157,149461612,149480036,+,-3937,NM_177366,Gpr157,149461612,149480036,+,N,N,N,N,230,CpG_End,CpG: 22,chr4,149475596,149475869,63.1,0.81,85.61,81.06,86.91,88.74,88.82,86.7,87.58,88.03,84.35,84.81,84.31,85.13,86.30666667,85.70166667,-0.605,0.663397409,0.178226229,1,1
SmaI_mm9_43816,chr4,149476379,14767,0,NM_177366,Gpr157,149461612,149480036,+,-3657,NM_177366,Gpr157,149461612,149480036,+,N,N,N,N,510,CpG_End,CpG: 22,chr4,149475596,149475869,63.1,0.81,93.35,92.05,94.65,94.08,92.39,93.46,91.17,93.11,93.45,92.75,92.49,92.7,93.33,92.61166667,-0.71833333,0.192215603,0.716211362,1,1
SmaI_mm9_43820,chr4,149502554,9101,0,NM_019741,Slc2a5,149493453,149518277,+,-15723,NM_019741,Slc2a5,149493453,149518277,+,N,B3,SINE,B2,26685,CpG_End,CpG: 22,chr4,149475596,149475869,63.1,0.81,91.23,85.33,88.19,90.94,90.82,89.02,66.64,87.8,85.16,88.62,66.64,77.92,89.255,78.79666667,-10.45833333,0.033408837,1.476138642,0,1
SmaI_mm9_43910,chr4,150411070,7661,0,NM_011067,Per3,150418731,150377764,-,10344,NM_009498,Vamp3,150432062,150421414,-,N,N,N,N,-7349,CpG_Start,CpG: 83,chr4,150418419,150419168,69.7,0.91,33.59,35.57,40.76,43.89,31.26,36.91,51.45,45.11,46.21,33.39,58.21,56.05,36.99666667,48.40333333,11.40666666,0.020204848,1.694544412,0,1
SmaI_mm9_43949,chr4,150680850,-248788,0,NM_009498,Vamp3,150432062,150421414,-,-247217,NM_001166021,Camta1,151235866,150433633,-,N,N,N,N,177178,CpG_End,CpG: 70,chr4,150502802,150503672,63.3,0.8,67.81,64.25,67.6,68.24,74.12,64.24,70.74,73.15,66.29,70.64,65.84,71.21,67.71,69.645,1.935,0.331975317,0.478894206,0,0
SmaI_mm9_4395,chr1,82288332,-318,1,NM_010570,Irs1,82288014,82229680,-,-58652,NM_010570,Irs1,82288014,82229680,-,Y,N,N,N,-65,CpG_End,CpG: 127,chr1,82286771,82288397,58.8,0.91,0,0.39,0,0,0,0,0,1.09,0.45,1.09,0.48,0.78,0.065,0.648333333,0.583333333,0.010156881,1.993239636,0,0
SmaI_mm9_43950,chr4,150681198,-249136,0,NM_009498,Vamp3,150432062,150421414,-,-247565,NM_001166021,Camta1,151235866,150433633,-,N,N,N,N,177526,CpG_End,CpG: 70,chr4,150502802,150503672,63.3,0.8,52.04,44.61,49.12,49.06,50.09,47.55,51.5,64.08,56.17,62.94,60.84,63.77,48.745,59.88333333,11.13833333,0.000675256,3.170531548,0,0
SmaI_mm9_43957,chr4,150777376,-345314,0,NM_009498,Vamp3,150432062,150421414,-,-343743,NM_001166021,Camta1,151235866,150433633,-,N,N,N,N,-82568,CpG_Start,CpG: 20,chr4,150859944,150860176,55.4,1.13,83.83,80.19,86.06,88.58,82.79,79.46,65.43,77.5,76.36,72.3,67.61,74.92,83.485,72.35333333,-11.13166667,0.001063446,2.973284558,0,0
SmaI_mm9_43958,chr4,150777799,-345737,0,NM_009498,Vamp3,150432062,150421414,-,-344166,NM_001166021,Camta1,151235866,150433633,-,N,MTE2b,LTR,MaLR,-82145,CpG_Start,CpG: 20,chr4,150859944,150860176,55.4,1.13,87.74,91.07,90.74,87.72,90.62,89.77,78.32,86.07,85.62,81.55,70.91,81.84,89.61,80.71833333,-8.89166667,0.003744526,2.42660315,0,0
SmaI_mm9_4396,chr1,82288610,-596,1,NM_010570,Irs1,82288014,82229680,-,-58930,NM_010570,Irs1,82288014,82229680,-,N,N,N,N,213,CpG_End,CpG: 127,chr1,82286771,82288397,58.8,0.91,1.34,0,0,0.55,0,0,0,1.26,1.57,1.04,2.6,1.09,0.315,1.26,0.945,0.04416773,1.354894921,1,0
SmaI_mm9_43973,chr4,150992638,243228,0,NM_001166021,Camta1,151235866,150433633,-,-363430,NM_172704,Dnajc11,151307829,151356068,+,N,MTD,LTR,MaLR,132462,CpG_End,CpG: 20,chr4,150859944,150860176,55.4,1.13,13.25,7.73,14.95,8.78,7.67,7.72,5.87,8.71,5.54,11.18,5.03,5.99,10.01666667,7.053333333,-2.963333337,0.101522399,0.993438128,0,1
SmaI_mm9_43974,chr4,150992948,242918,0,NM_001166021,Camta1,151235866,150433633,-,-363120,NM_172704,Dnajc11,151307829,151356068,+,N,MLT1A,LTR,MaLR,132772,CpG_End,CpG: 20,chr4,150859944,150860176,55.4,1.13,40.5,31.46,44.43,28.28,25.96,24.44,30.07,32.52,38.51,32.73,24.11,25.5,32.51166667,30.57333333,-1.93833334,0.635664665,0.196771929,0,1
SmaI_mm9_44002,chr4,151236071,-205,1,NM_001166021,Camta1,151235866,150433633,-,-119997,NM_172704,Dnajc11,151307829,151356068,+,Y,N,N,N,-911,CpG_End,CpG: 182,chr4,151235140,151236982,62.4,1.02,0.58,0.14,0.39,0.74,0,0.15,0.53,1.58,1.06,0.61,1.11,0.51,0.333333333,0.9,0.566666667,0.02212927,1.655032912,0,0
SmaI_mm9_44003,chr4,151236365,-499,1,NM_001166021,Camta1,151235866,150433633,-,-119703,NM_172704,Dnajc11,151307829,151356068,+,Y,N,N,N,-617,CpG_End,CpG: 182,chr4,151235140,151236982,62.4,1.02,0,0,0,0,0,0.24,0.97,0.26,0.84,0.12,0.74,0.38,0.04,0.551666667,0.511666667,0.005761388,2.239472876,0,0
SmaI_mm9_44004,chr4,151236846,-980,1,NM_001166021,Camta1,151235866,150433633,-,-119222,NM_172704,Dnajc11,151307829,151356068,+,Y,N,N,N,-136,CpG_End,CpG: 182,chr4,151235140,151236982,62.4,1.02,0,0,0,0,0,0,NA,0.82,0,NA,0,0,0,0.205,0.205,0.241503972,0.617075722,0,0
SmaI_mm9_44012,chr4,151283401,-24428,0,NM_172704,Dnajc11,151307829,151356068,+,-72667,NM_172704,Dnajc11,151307829,151356068,+,N,N,N,N,-24288,CpG_Start,CpG: 105,chr4,151307689,151308675,69.3,0.89,70.17,77.29,77.4,79.8,80.37,75.82,54.65,69.88,58.38,66.43,54.61,61.08,76.80833333,60.83833333,-15.97,0.0003062,3.513994814,0,0
SmaI_mm9_44013,chr4,151283665,-24164,0,NM_172704,Dnajc11,151307829,151356068,+,-72403,NM_172704,Dnajc11,151307829,151356068,+,N,N,N,N,-24024,CpG_Start,CpG: 105,chr4,151307689,151308675,69.3,0.89,73.28,80.57,80.12,81.6,80.81,75.22,77.54,82.63,81.56,78.14,79.42,79.98,78.6,79.87833333,1.27833333,0.448863528,0.347885681,0,0
SmaI_mm9_44026,chr4,151369402,886,0,NM_172705,Phf13,151370288,151363740,-,-5662,NM_172705,Phf13,151370288,151363740,-,Y,N,N,N,636,CpG_Start,CpG: 267,chr4,151368766,151371119,68.4,0.98,0,0.27,0,0,0,0,0,0,0,0,0,0.38,0.045,0.063333333,0.018333333,0.818216179,0.087131937,0,1
SmaI_mm9_44027,chr4,151369776,512,0,NM_172705,Phf13,151370288,151363740,-,-6036,NM_172705,Phf13,151370288,151363740,-,Y,N,N,N,1010,CpG_Start,CpG: 267,chr4,151368766,151371119,68.4,0.98,0,0,0,0,0,0,0,0.67,0,0.51,0.57,0,0,0.291666667,0.291666667,0.051736976,1.286198959,0,1
SmaI_mm9_44028,chr4,151369867,421,1,NM_172705,Phf13,151370288,151363740,-,-6127,NM_172705,Phf13,151370288,151363740,-,Y,N,N,N,1101,CpG_Start,CpG: 267,chr4,151368766,151371119,68.4,0.98,0,0,0,0,0,0,0,0.31,0.2,0.19,0.2,0.35,0,0.208333333,0.208333333,0.001867667,2.728700555,0,1
SmaI_mm9_44029,chr4,151370109,179,1,NM_172705,Phf13,151370288,151363740,-,-6369,NM_172705,Phf13,151370288,151363740,-,Y,N,N,N,-1010,CpG_End,CpG: 267,chr4,151368766,151371119,68.4,0.98,0,0,0,0,0,0.29,0,0.32,0.21,0.77,0.4,0.55,0.048333333,0.375,0.326666667,0.021042328,1.676906214,0,1
SmaI_mm9_44038,chr4,151450080,-20748,0,NM_001004156,Plekhg5,151470828,151489509,+,14477,NM_028727,Nol9,151413436,151435603,+,N,N,N,N,-10503,CpG_Start,CpG: 67,chr4,151460583,151461261,61.9,1.03,25.52,24.79,27.1,33.02,29.6,27.21,54.93,45.56,43.77,34.19,56.81,66.52,27.87333333,50.29666667,22.42333334,0.000905664,3.043032895,0,0
SmaI_mm9_44039,chr4,151450397,-20431,0,NM_001004156,Plekhg5,151470828,151489509,+,14794,NM_028727,Nol9,151413436,151435603,+,N,N,N,N,-10186,CpG_Start,CpG: 67,chr4,151460583,151461261,61.9,1.03,76.74,77.29,79.15,84.58,81.04,80.08,82.12,86.3,83.43,82.53,83.69,87.65,79.81333333,84.28666667,4.47333334,0.012376442,1.907404189,0,0
SmaI_mm9_44044,chr4,151490132,-320,1,NM_033042,Tnfrsf25,151490452,151494220,+,623,NM_001004156,Plekhg5,151470828,151489509,+,Y,N,N,N,171,CpG_Start,CpG: 32,chr4,151489961,151490387,67.7,0.66,3.79,9.33,6.71,12.54,10.24,14.52,2.62,14.49,18.57,8.96,2.01,3.53,9.521666667,8.363333333,-1.158333334,0.727832982,0.137968268,0,0
SmaI_mm9_44045,chr4,151490410,-42,1,NM_033042,Tnfrsf25,151490452,151494220,+,901,NM_001004156,Plekhg5,151470828,151489509,+,N,N,N,N,23,CpG_End,CpG: 32,chr4,151489961,151490387,67.7,0.66,3.6,8.17,4.33,7.54,5.98,6.69,0.8,6.74,12.12,5.33,1.45,1.95,6.051666667,4.731666667,-1.32,0.504449323,0.297182456,1,0
SmaI_mm9_44071,chr4,151551784,-425,1,NM_133348,Acot7,151552209,151645963,+,15206,NM_008236,Hes2,151532976,151536578,+,Y,N,N,N,78,CpG_Start,CpG: 132,chr4,151551706,151552920,69.5,0.91,0,0,0,0,NA,0,0.16,0,0.43,0.36,0.15,0,0,0.183333333,0.183333333,0.049837918,1.302440109,0,0
SmaI_mm9_44072,chr4,151551977,-232,1,NM_133348,Acot7,151552209,151645963,+,15399,NM_008236,Hes2,151532976,151536578,+,Y,N,N,N,271,CpG_Start,CpG: 132,chr4,151551706,151552920,69.5,0.91,0,0,0,0,NA,NA,0.23,0,0,0,0.22,0,0,0.075,0.075,0.241663436,0.616789054,0,0
SmaI_mm9_44085,chr4,151637028,-11443,0,NM_178406,Gpr153,151648471,151659446,+,-8935,NM_133348,Acot7,151552209,151645963,+,N,N,N,N,-10953,CpG_Start,CpG: 62,chr4,151647981,151648627,63.2,0.98,65.88,66.45,63.7,74.72,59.42,65.2,73.04,74.28,72.91,73.28,71.56,76.89,65.895,73.66,7.765,0.005075111,2.294554455,0,0
SmaI_mm9_44086,chr4,151637275,-11196,0,NM_178406,Gpr153,151648471,151659446,+,-8688,NM_133348,Acot7,151552209,151645963,+,N,N,N,N,-10706,CpG_Start,CpG: 62,chr4,151647981,151648627,63.2,0.98,71.93,82.5,80.71,80.19,70.03,78.37,83.9,84.9,83.28,80.79,84.72,87.65,77.28833333,84.20666667,6.91833334,0.012401816,1.906514716,0,0
SmaI_mm9_44090,chr4,151648700,229,1,NM_178406,Gpr153,151648471,151659446,+,2737,NM_133348,Acot7,151552209,151645963,+,N,N,N,N,73,CpG_End,CpG: 62,chr4,151647981,151648627,63.2,0.98,0.46,0.23,0,0.5,0,0.42,1.5,0.5,1.49,0.77,0,0,0.268333333,0.71,0.441666667,0.16054473,0.794403946,1,1
SmaI_mm9_44091,chr4,151649103,632,0,NM_178406,Gpr153,151648471,151659446,+,3140,NM_133348,Acot7,151552209,151645963,+,N,N,N,N,476,CpG_End,CpG: 62,chr4,151647981,151648627,63.2,0.98,0.47,0.69,0.33,1.24,0.22,0.82,0.72,2.46,4.32,3.79,4.24,1.8,0.628333333,2.888333333,2.26,0.004407786,2.355779499,1,1
SmaI_mm9_44095,chr4,151660705,5066,0,NM_008237,Hes3,151665771,151660081,-,-624,NM_008237,Hes3,151665771,151660081,-,Y,N,N,N,371,CpG_Start,CpG: 68,chr4,151660334,151661328,64.5,0.67,2.42,2.77,3.85,1.35,3.36,5.46,6.3,2.91,4.52,7.11,4.26,4.81,3.201666667,4.985,1.783333333,0.059348788,1.226588146,0,1
