ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,SPFC1M1,SPFC1M2,SPFC2M1,SPFC2M2,SPFC3M1,SPFC3M2,AvgWT,SpfKoAomAnC1M1,SpfKoAomAnC1M3,SpfKoAomAnC2M1,SpfKoAomAnC2M2,SpfKoAomAnC3M1,SpfKoAomAnC3M2,AvgKO,KO.WT,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_326,chr1,9788303,92,1,NM_133220,Sgk3,9788211,9892649,+,-75025,NM_173443,Vcpip1,9738463,9713278,-,Y,N,N,N,400,CpG_Start,CpG: 95,chr1,9787903,9788733,59.3,1.3,0,0,0,0,0,0,0,0.09,0.1,0.03,0.18,0.36,0,0.126666667,0.126666667,0.038389289,1.415789936,0,1
SmaI_mm9_327,chr1,9788526,315,1,NM_133220,Sgk3,9788211,9892649,+,-75248,NM_173443,Vcpip1,9738463,9713278,-,Y,N,N,N,-207,CpG_End,CpG: 95,chr1,9787903,9788733,59.3,1.3,0,0,0,0,0,0,0,0.14,0.53,0.13,0.13,0.31,0.4,0.273333333,0.273333333,0.002638863,2.578583094,0,1
SmaI_mm9_32950,chr4,5690184,118858,0,NM_173426,Fam110b,5571326,5727091,+,-36907,NM_173426,Fam110b,5571326,5727091,+,N,L1Md_A,LINE,L1,118393,CpG_End,CpG: 61,chr4,5571231,5571791,74.7,0.78,100,100,100,100,100,100,100,100,99.83,99.86,99.83,100,100,99.92,-0.08,0.050797669,1.294156215,0,1
SmaI_mm9_32951,chr4,5690402,119076,0,NM_173426,Fam110b,5571326,5727091,+,-36689,NM_173426,Fam110b,5571326,5727091,+,N,RLTR10D,LTR,ERVK,118611,CpG_End,CpG: 61,chr4,5571231,5571791,74.7,0.78,99.51,100,100,100,100,100,99.91833333,99.85,99.84,100,100,100,100,99.94833333,0.03,0.740143857,0.130683861,0,1
SmaI_mm9_32994,chr4,6436308,-54890,0,NM_010945,Nsmaf,6381418,6323354,-,-112954,NM_010945,Nsmaf,6381418,6323354,-,N,L1_Mus2,LINE,L1,54798,CpG_End,CpG: 73,chr4,6380681,6381510,55.9,1.13,99.26,99.13,99.34,98.35,99.35,99.07,99.08333333,100,99.82,99.38,100,100,100,99.86666667,0.783333333,0.001685725,2.773213298,0,0
SmaI_mm9_32995,chr4,6436585,-55167,0,NM_010945,Nsmaf,6381418,6323354,-,-113231,NM_010945,Nsmaf,6381418,6323354,-,N,L1VL2,LINE,L1,55075,CpG_End,CpG: 73,chr4,6380681,6381510,55.9,1.13,78.16,78.62,84.51,80.69,80.57,81.72,80.71166667,90.02,83.93,84.82,92.89,81.88,90.1,87.27333333,6.561666667,0.008223156,2.08496147,0,0
SmaI_mm9_3311,chr1,64579100,-278,1,NM_133828,Creb1,64579378,64651122,+,-72022,NM_133828,Creb1,64579378,64651122,+,Y,N,N,N,158,CpG_Start,CpG: 131,chr1,64578942,64580312,60.6,1.04,0,0.25,0.52,0,0,0,0.128333333,0,0,0,0,0.44,0,0.073333333,-0.055,0.642194704,0.19233328,0,0
SmaI_mm9_3312,chr1,64579453,75,1,NM_133828,Creb1,64579378,64651122,+,-71669,NM_133828,Creb1,64579378,64651122,+,Y,N,N,N,511,CpG_Start,CpG: 131,chr1,64578942,64580312,60.6,1.04,0.3,0,0,0,0,0,0.05,0,0.24,0,0.32,0.47,0,0.171666667,0.121666667,0.235782828,0.627487827,0,1
SmaI_mm9_3327,chr1,64783979,345,1,NM_022721,Fzd5,64784324,64777132,-,-6847,NM_001042659,Fzd5,64784324,64777132,-,Y,N,N,N,-574,CpG_End,CpG: 241,chr1,64781422,64784553,62.9,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_33270,chr4,10850445,48800,0,NM_026005,2610301B20Rik,10801645,10826570,+,23875,NM_026005,2610301B20Rik,10801645,10826570,+,N,N,N,N,48229,CpG_End,CpG: 85,chr4,10801439,10802216,66.5,0.99,2.56,1.61,4.54,0.67,3.21,3.33,2.653333333,7.39,5.75,4.01,3.92,5.77,2.32,4.86,2.206666667,0.037543863,1.425461042,0,0
SmaI_mm9_33271,chr4,10850661,49016,0,NM_026005,2610301B20Rik,10801645,10826570,+,24091,NM_026005,2610301B20Rik,10801645,10826570,+,N,N,N,N,48445,CpG_End,CpG: 85,chr4,10801439,10802216,66.5,0.99,16.77,15.6,18.3,13.95,19.44,14.67,16.455,9.64,12.89,7.78,6.68,12.52,3.75,8.876666667,-7.578333333,0.001133634,2.945527259,0,0
SmaI_mm9_3328,chr1,64784335,-11,1,NM_022721,Fzd5,64784324,64777132,-,-7203,NM_001042659,Fzd5,64784324,64777132,-,Y,N,N,N,-218,CpG_End,CpG: 241,chr1,64781422,64784553,62.9,0.78,0,0,0,0.32,0,0,0.053333333,0,0,0,0,0,0,0,-0.053333333,0.340893132,0.467381748,0,0
SmaI_mm9_33287,chr4,11117582,-919,1,NM_001037134,Ccne2,11118501,11131829,+,8723,NM_178112,Ints8,11181406,11126305,-,Y,N,N,N,26,CpG_Start,CpG: 161,chr4,11117556,11118935,68.1,1.01,0.6,0.29,0.17,0.18,0.94,0.2,0.396666667,0.09,0.07,0.37,0.1,0.52,0,0.191666667,-0.205,0.207699154,0.682565272,0,0
SmaI_mm9_33288,chr4,11117899,-602,1,NM_001037134,Ccne2,11118501,11131829,+,8406,NM_178112,Ints8,11181406,11126305,-,Y,N,N,N,343,CpG_Start,CpG: 161,chr4,11117556,11118935,68.1,1.01,0.09,0,0.09,0.09,0.12,0.13,0.086666667,0,0,0.05,0.19,0.1,0.28,0.103333333,0.016666667,0.743233662,0.128874629,0,0
SmaI_mm9_3329,chr1,64784375,-51,1,NM_022721,Fzd5,64784324,64777132,-,-7243,NM_001042659,Fzd5,64784324,64777132,-,Y,(CCCCG)n,Simple_repeat,Simple_repeat,-178,CpG_End,CpG: 241,chr1,64781422,64784553,62.9,0.78,0,0,0,0,0.56,0,0.093333333,0,0.31,0.06,0.08,0.15,0.07,0.111666667,0.018333333,0.862654087,0.064163316,0,0
SmaI_mm9_3330,chr1,64784587,-263,1,NM_022721,Fzd5,64784324,64777132,-,-7455,NM_001042659,Fzd5,64784324,64777132,-,N,N,N,N,34,CpG_End,CpG: 241,chr1,64781422,64784553,62.9,0.78,0,0,0,0,0,0,0,0,0,0.05,0,0.26,0,0.051666667,0.051666667,0.251597723,0.599293294,1,0
SmaI_mm9_33351,chr4,12098620,542,0,NM_026558,Fam92a,12099162,12080869,-,-17751,NM_026558,Fam92a,12099162,12080869,-,Y,N,N,N,71,CpG_Start,CpG: 67,chr4,12098549,12099044,76.4,0.93,0.47,0,0,0,0,0,0.078333333,0.1,0,0.2,0.31,0.23,0.34,0.196666667,0.118333333,0.237933982,0.623543527,0,1
SmaI_mm9_33352,chr4,12098890,272,1,NM_026558,Fam92a,12099162,12080869,-,-18021,NM_026558,Fam92a,12099162,12080869,-,Y,N,N,N,-154,CpG_End,CpG: 67,chr4,12098549,12099044,76.4,0.93,0.23,0,0,0,0.3,0.22,0.125,0.28,0.2,0.2,0.71,0.23,0.17,0.298333333,0.173333333,0.117841271,0.928702581,0,1
SmaI_mm9_334,chr1,9957752,-23553,0,NR_024067,Snhg6,9934199,9932106,-,955,NM_145692,Lrrc67,9999201,9958707,-,Y,(CCCG)n,Simple_repeat,Simple_repeat,552,CpG_Start,CpG: 128,chr1,9957200,9958411,66.9,0.94,0,0,0,0,0,0,0,0.48,0,0,0,0,0.76,0.206666667,0.206666667,0.158504152,0.799959356,0,0
SmaI_mm9_33409,chr4,13670316,-133,1,NM_001111026,Runx1t1,13670449,13820790,+,-150474,NM_001111026,Runx1t1,13670449,13820790,+,Y,GC_rich,Low_complexity,Low_complexity,184,CpG_Start,CpG: 96,chr4,13670132,13670991,67.8,0.97,2.01,0.41,1.88,2.92,0.57,1.14,1.488333333,3.65,3.27,1.85,2.19,2.08,4.22,2.876666667,1.388333333,0.031945604,1.49558889,0,0
SmaI_mm9_33410,chr4,13670643,194,1,NM_001111026,Runx1t1,13670449,13820790,+,-150147,NM_001111026,Runx1t1,13670449,13820790,+,Y,N,N,N,-348,CpG_End,CpG: 96,chr4,13670132,13670991,67.8,0.97,2.28,1.43,5.4,5.25,0.85,1.93,2.856666667,6.57,9.13,2.42,7.51,1.88,8.37,5.98,3.123333333,0.063556813,1.196837891,0,1
SmaI_mm9_33482,chr4,15192754,-213,1,NM_181401,Tmem64,15192967,15213900,+,-21146,NM_181401,Tmem64,15192967,15213900,+,Y,N,N,N,95,CpG_Start,CpG: 120,chr4,15192659,15193853,66,0.92,0,0,0.27,0,0,0.48,0.125,0,0,0,0,0,NA,0,-0.125,0.209106192,0.679633108,0,0
SmaI_mm9_33483,chr4,15193139,172,1,NM_181401,Tmem64,15192967,15213900,+,-20761,NM_181401,Tmem64,15192967,15213900,+,Y,N,N,N,480,CpG_Start,CpG: 120,chr4,15192659,15193853,66,0.92,0.14,0.13,0.16,0,0,0,0.071666667,0,0.08,0.15,0.19,0.31,0,0.121666667,0.05,0.41469143,0.38227494,0,1
SmaI_mm9_33484,chr4,15193381,414,1,NM_181401,Tmem64,15192967,15213900,+,-20519,NM_181401,Tmem64,15192967,15213900,+,Y,GC_rich,Low_complexity,Low_complexity,-472,CpG_End,CpG: 120,chr4,15192659,15193853,66,0.92,0,0,0,0,0,0.44,0.073333333,0,0.1,0,0,0.17,0,0.045,-0.028333333,0.727904217,0.137925764,0,1
SmaI_mm9_335,chr1,9958129,-23930,0,NR_024067,Snhg6,9934199,9932106,-,578,NM_145692,Lrrc67,9999201,9958707,-,Y,N,N,N,-282,CpG_End,CpG: 128,chr1,9957200,9958411,66.9,0.94,0,0,0.53,0,0,0.22,0.125,0,0.3,0,0.45,0,0,0.125,0,1,0,0,0
SmaI_mm9_33681,chr4,19935492,-83,1,NM_015767,Ttpa,19935575,19957932,+,-22440,NM_015767,Ttpa,19935575,19957932,+,Y,N,N,N,78,CpG_Start,CpG: 64,chr4,19935414,19935934,72.6,0.94,0.19,0.17,0.19,0,0.28,0.19,0.17,0.68,0.14,0.23,0.56,0.43,0.11,0.358333333,0.188333333,0.096966258,1.013379366,0,0
SmaI_mm9_33682,chr4,19935762,187,1,NM_015767,Ttpa,19935575,19957932,+,-22170,NM_015767,Ttpa,19935575,19957932,+,Y,N,N,N,-172,CpG_End,CpG: 64,chr4,19935414,19935934,72.6,0.94,0.47,0.11,0.49,0.14,0,0,0.201666667,0.46,0.36,0.17,0.28,0.31,0.4,0.33,0.128333333,0.228233094,0.641621382,0,1
SmaI_mm9_33683,chr4,19935986,411,1,NM_015767,Ttpa,19935575,19957932,+,-21946,NM_015767,Ttpa,19935575,19957932,+,N,N,N,N,52,CpG_End,CpG: 64,chr4,19935414,19935934,72.6,0.94,0.95,0.64,0.75,1.41,2.54,0.38,1.111666667,1.97,2.02,1.82,1.26,1.39,2.39,1.808333333,0.696666667,0.083109424,1.080349727,1,1
SmaI_mm9_33804,chr4,21605498,7612,0,NM_001080771,Prdm13,21613110,21604627,-,-871,NM_001080771,Prdm13,21613110,21604627,-,Y,N,N,N,131,CpG_Start,CpG: 169,chr4,21605367,21607023,66.7,0.92,2.89,2.59,4.66,4.68,4.06,2.67,3.591666667,4.26,3.46,3.19,2.78,4.26,8.1,4.341666667,0.75,0.417273612,0.379579079,0,1
SmaI_mm9_33805,chr4,21605827,7283,0,NM_001080771,Prdm13,21613110,21604627,-,-1200,NM_001080771,Prdm13,21613110,21604627,-,Y,N,N,N,460,CpG_Start,CpG: 169,chr4,21605367,21607023,66.7,0.92,0.51,1.47,3.6,2.35,2.26,1.29,1.913333333,1.7,2.65,1.72,1.39,0.44,5.25,2.191666667,0.278333333,0.736742058,0.132684537,0,1
SmaI_mm9_33806,chr4,21606256,6854,0,NM_001080771,Prdm13,21613110,21604627,-,-1629,NM_001080771,Prdm13,21613110,21604627,-,Y,N,N,N,-767,CpG_End,CpG: 169,chr4,21605367,21607023,66.7,0.92,1.06,0.47,1.64,0.84,1.64,1.25,1.15,2.8,2.72,1.85,4.74,2.4,4.02,3.088333333,1.938333333,0.002331418,2.632379855,0,1
SmaI_mm9_33807,chr4,21606391,6719,0,NM_001080771,Prdm13,21613110,21604627,-,-1764,NM_001080771,Prdm13,21613110,21604627,-,Y,N,N,N,-632,CpG_End,CpG: 169,chr4,21605367,21607023,66.7,0.92,0.76,0.81,1.73,0.99,1.2,0,0.915,1.41,1.25,1.14,1.29,0.25,1.05,1.065,0.15,0.614449215,0.211514006,0,1
SmaI_mm9_33808,chr4,21606615,6495,0,NM_001080771,Prdm13,21613110,21604627,-,-1988,NM_001080771,Prdm13,21613110,21604627,-,Y,N,N,N,-408,CpG_End,CpG: 169,chr4,21605367,21607023,66.7,0.92,0.34,0,0.69,0.8,0.46,0,0.381666667,0.15,0.6,0.42,0.72,0.25,0.21,0.391666667,0.01,0.953321937,0.020760413,0,1
SmaI_mm9_33818,chr4,21703691,274,1,NM_152825,Usp45,21703417,21765019,+,-19161,NM_029840,2610029I01Rik,21694358,21684530,-,Y,N,N,N,-168,CpG_End,CpG: 41,chr4,21703332,21703859,65.3,0.73,0.1,0,0.09,0.12,0,0,0.051666667,0.09,0.07,0.12,0,0.24,0.16,0.113333333,0.061666667,0.161908417,0.790730575,0,1
SmaI_mm9_33819,chr4,21703974,557,0,NM_152825,Usp45,21703417,21765019,+,-19444,NM_029840,2610029I01Rik,21694358,21684530,-,N,N,N,N,115,CpG_End,CpG: 41,chr4,21703332,21703859,65.3,0.73,0,0,0,0,0,0.09,0.015,0,0,0.06,0,0.24,0,0.05,0.035,0.424240684,0.372387685,1,1
SmaI_mm9_33824,chr4,21858328,-145,1,NM_175234,6230409E13Rik,21858473,21928608,+,19055,NM_172687,Coq3,21806822,21839273,+,Y,N,N,N,111,CpG_Start,CpG: 67,chr4,21858217,21858750,71,1,0,0,0.83,0,0,0,0.138333333,0.06,0,0.07,0.13,0.08,0,0.056666667,-0.081666667,0.572144181,0.242494515,0,0
SmaI_mm9_33825,chr4,21858544,71,1,NM_175234,6230409E13Rik,21858473,21928608,+,19271,NM_172687,Coq3,21806822,21839273,+,Y,GC_rich,Low_complexity,Low_complexity,-206,CpG_End,CpG: 67,chr4,21858217,21858750,71,1,0,0.68,0,0,0,0,0.113333333,0.12,0,0.07,0.05,0.41,0,0.108333333,-0.005,0.970012097,0.01322285,0,1
SmaI_mm9_33826,chr4,21858643,170,1,NM_175234,6230409E13Rik,21858473,21928608,+,19370,NM_172687,Coq3,21806822,21839273,+,Y,N,N,N,-107,CpG_End,CpG: 67,chr4,21858217,21858750,71,1,0.23,0,0,0,0,0.37,0.1,0,0,0.2,0.2,0,0.31,0.118333333,0.018333333,0.835472342,0.078067923,0,1
SmaI_mm9_33827,chr4,21859029,556,0,NM_175234,6230409E13Rik,21858473,21928608,+,19756,NM_172687,Coq3,21806822,21839273,+,N,N,N,N,279,CpG_End,CpG: 67,chr4,21858217,21858750,71,1,0.23,0.81,2.15,0.5,0.86,0.79,0.89,0.53,1.33,0,1.01,1.28,1.55,0.95,0.06,0.870960739,0.060001422,1,1
SmaI_mm9_33858,chr4,22416748,-1470,0,NM_008899,Pou3f2,22415278,22413941,-,-2807,NM_008899,Pou3f2,22415278,22413941,-,Y,N,N,N,137,CpG_Start,CpG: 76,chr4,22416611,22417695,60.2,0.78,0.32,0.15,0.5,0.41,0.69,0.47,0.423333333,1.05,0.75,0.72,0.13,0.56,0.33,0.59,0.166666667,0.300475662,0.522190699,0,0
SmaI_mm9_33859,chr4,22417034,-1756,0,NM_008899,Pou3f2,22415278,22413941,-,-3093,NM_008899,Pou3f2,22415278,22413941,-,Y,N,N,N,423,CpG_Start,CpG: 76,chr4,22416611,22417695,60.2,0.78,0.17,1.25,0.74,0.42,0.47,1.12,0.695,1.04,0.76,0.41,0.51,0.8,1.44,0.826666667,0.131666667,0.580386385,0.236282784,0,0
SmaI_mm9_33974,chr4,24893191,-7375,0,NM_030733,Gpr63,24900566,24936380,+,-43189,NM_030733,Gpr63,24900566,24936380,+,N,N,N,N,-341,CpG_Start,CpG: 67,chr4,24893532,24894056,68.8,1.08,5.49,8.59,10.4,9.23,9.07,7.71,8.415,6.99,8.08,7.49,7.33,9.06,12.78,8.621666667,0.206666667,0.857053355,0.066992141,1,0
SmaI_mm9_33975,chr4,24893466,-7100,0,NM_030733,Gpr63,24900566,24936380,+,-42914,NM_030733,Gpr63,24900566,24936380,+,N,N,N,N,-66,CpG_Start,CpG: 67,chr4,24893532,24894056,68.8,1.08,0.13,0.21,0,0.6,0,0.21,0.191666667,0.1,0.31,0.28,0,0.26,0.33,0.213333333,0.021666667,0.841099678,0.075152533,1,0
SmaI_mm9_33995,chr4,25208325,643,0,NM_026194,1810074P20Rik,25208968,25175734,-,-32591,NM_026194,1810074P20Rik,25208968,25175734,-,N,N,N,N,-328,CpG_Start,CpG: 48,chr4,25208653,25209075,70.4,0.92,0.5,0.66,0.36,0,0.47,0,0.331666667,NA,NA,0,0.46,0,0,0.115,-0.216666667,0.230380008,0.63755521,1,1
SmaI_mm9_33996,chr4,25208786,182,1,NM_026194,1810074P20Rik,25208968,25175734,-,-33052,NM_026194,1810074P20Rik,25208968,25175734,-,Y,N,N,N,133,CpG_Start,CpG: 48,chr4,25208653,25209075,70.4,0.92,0,0,0,0,0,0,0,0,0,0.13,0.13,0.23,0.07,0.093333333,0.093333333,0.027528995,1.560209643,0,1
SmaI_mm9_34032,chr4,25726627,523,0,NM_010243,Fut9,25727150,25536480,-,-190147,NM_010243,Fut9,25727150,25536480,-,N,N,N,N,-109,CpG_Start,CpG: 27,chr4,25726736,25726961,73,0.92,2.31,0.87,2.42,2.34,1.6,1.47,1.835,3.17,2.13,2.77,2.03,2.4,1.74,2.373333333,0.538333333,0.136337145,0.865385806,1,1
SmaI_mm9_34033,chr4,25726953,197,1,NM_010243,Fut9,25727150,25536480,-,-190473,NM_010243,Fut9,25727150,25536480,-,Y,N,N,N,-8,CpG_End,CpG: 27,chr4,25726736,25726961,73,0.92,2.18,1.03,1.66,1.48,3.28,1.85,1.913333333,4.87,5,2.37,2.41,2.39,1.85,3.148333333,1.235,0.087742356,1.056790709,0,1
SmaI_mm9_34307,chr4,32179465,128383,0,NM_172688,Map3k7,32051082,32110439,+,69026,NM_172688,Map3k7,32051082,32110439,+,N,RMER1B,Other,Other,128052,CpG_End,CpG: 113,chr4,32050362,32051413,63.2,1.08,99.76,97.57,97.58,97.61,99.33,98.41,98.37666667,96.97,98.91,99.52,97.38,97.07,97.12,97.82833333,-0.548333333,0.381071178,0.418993897,0,0
SmaI_mm9_34308,chr4,32179814,128732,0,NM_172688,Map3k7,32051082,32110439,+,69375,NM_172688,Map3k7,32051082,32110439,+,N,RMER1B,Other,Other,128401,CpG_End,CpG: 113,chr4,32050362,32051413,63.2,1.08,95.87,93.36,93.48,95.7,94.85,92.88,94.35666667,94.57,95.44,94.75,93.85,92.87,91.72,93.86666667,-0.49,0.537094729,0.269949109,0,0
SmaI_mm9_34338,chr4,32667077,-8440,0,NR_026843,BC024582,32658637,32646656,-,-6006,NM_001109661,Bach2,32504410,32673083,+,N,N,N,N,-35066,CpG_Start,CpG: 61,chr4,32702143,32702751,68,0.87,45.92,49.91,40.48,37.47,48.14,42.49,44.06833333,23.76,34.27,28.08,26.59,30.77,27.33,28.46666667,-15.60166667,7.99E-05,4.097565074,0,0
SmaI_mm9_34339,chr4,32667312,-8675,0,NR_026843,BC024582,32658637,32646656,-,-5771,NM_001109661,Bach2,32504410,32673083,+,N,N,N,N,-34831,CpG_Start,CpG: 61,chr4,32702143,32702751,68,0.87,60.21,61.7,73.47,59.86,63.83,57.11,62.69666667,41.17,53.9,44.05,49.32,48.99,42.98,46.735,-15.96166667,0.000382925,3.416885824,0,0
SmaI_mm9_34342,chr4,32744378,284,1,NM_001081392,Mdn1,32744094,32862192,+,4138,NM_011997,Casp8ap2,32702448,32740240,+,Y,N,N,N,-129,CpG_End,CpG: 64,chr4,32743930,32744507,64.5,1.06,0,0.11,0.11,0,0,0,0.036666667,0,0.17,0.06,0,0,0,0.038333333,0.001666667,0.9644114,0.015737665,0,1
SmaI_mm9_34343,chr4,32744680,586,0,NM_001081392,Mdn1,32744094,32862192,+,4440,NM_011997,Casp8ap2,32702448,32740240,+,N,N,N,N,173,CpG_End,CpG: 64,chr4,32743930,32744507,64.5,1.06,0.41,0.11,0,0.14,0.17,0.31,0.19,0,0.35,0.06,0.24,0.13,0.16,0.156666667,-0.033333333,0.681918539,0.166267503,1,1
SmaI_mm9_34354,chr4,32895122,7888,0,NM_175364,Lyrm2,32887234,32889227,+,-4112,NM_001012450,Ankrd6,33010480,32891010,-,N,N,N,N,7648,CpG_End,CpG: 51,chr4,32886946,32887474,64.7,0.93,89.62,93.1,94.29,89.02,96.22,89.43,91.94666667,92.47,89.06,88.65,89.4,92.13,NA,90.342,-1.604666667,0.325780906,0.487074373,0,0
SmaI_mm9_34374,chr4,33070044,71,1,NM_027491,Rragd,33069973,33109155,+,-39111,NM_027491,Rragd,33069973,33109155,+,Y,N,N,N,22,CpG_Start,CpG: 102,chr4,33070022,33070983,69.2,0.92,0,0,0,0,NA,0.75,0.15,0.7,0.5,0.66,0.14,0.16,0.41,0.428333333,0.278333333,0.142937949,0.844852454,0,1
SmaI_mm9_34375,chr4,33070286,313,1,NM_027491,Rragd,33069973,33109155,+,-38869,NM_027491,Rragd,33069973,33109155,+,Y,N,N,N,264,CpG_Start,CpG: 102,chr4,33070022,33070983,69.2,0.92,0,0,0,0,0,0,0,0,0.16,0,0,0.31,0,0.078333333,0.078333333,0.171611199,0.765454375,0,1
SmaI_mm9_34380,chr4,33118177,-223,1,NM_019586,Ube2j1,33118400,33139339,+,9022,NM_027491,Rragd,33069973,33109155,+,Y,N,N,N,373,CpG_Start,CpG: 151,chr4,33117804,33118934,67.8,1.17,0,0,0,0.22,0,0,0.036666667,0,0,0,0,0.69,0,0.115,0.078333333,0.530978381,0.274923161,0,0
SmaI_mm9_34381,chr4,33118517,117,1,NM_019586,Ube2j1,33118400,33139339,+,9362,NM_027491,Rragd,33069973,33109155,+,Y,N,N,N,-417,CpG_End,CpG: 151,chr4,33117804,33118934,67.8,1.17,0.17,0,0,0,0,0.15,0.053333333,0,0,0.14,0,0.34,0,0.08,0.026666667,0.695186189,0.157898864,0,1
SmaI_mm9_34400,chr4,33296237,271,1,NM_177774,Sfrs13b,33295966,33320315,+,-24078,NM_177774,Sfrs13b,33295966,33320315,+,N,GC_rich,Low_complexity,Low_complexity,-28,CpG_Start,CpG: 33,chr4,33296265,33296741,63.3,0.73,0.38,0,2.55,0,2.08,0,0.835,1.68,1.65,1.5,1.83,0.95,2.21,1.636666667,0.801666667,0.143434596,0.843346086,1,1
SmaI_mm9_34401,chr4,33296445,479,1,NM_177774,Sfrs13b,33295966,33320315,+,-23870,NM_177774,Sfrs13b,33295966,33320315,+,Y,N,N,N,180,CpG_Start,CpG: 33,chr4,33296265,33296741,63.3,0.73,0,0,0,0,0,0,0,0.19,0.46,0.18,0.37,0.24,0.57,0.335,0.335,0.000421489,3.375213488,0,1
SmaI_mm9_34442,chr4,34010711,-896,1,NM_007726,Cnr1,34011607,34035806,+,-25095,NM_007726,Cnr1,34011607,34035806,+,Y,N,N,N,86,CpG_Start,CpG: 135,chr4,34010625,34011864,69.5,0.91,1.28,1.26,1.26,1.72,2.17,0.85,1.423333333,1.37,1.83,1.47,1.17,0.35,1.98,1.361666667,-0.061666667,0.841889981,0.074744659,0,0
SmaI_mm9_34443,chr4,34011048,-559,1,NM_007726,Cnr1,34011607,34035806,+,-24758,NM_007726,Cnr1,34011607,34035806,+,Y,N,N,N,423,CpG_Start,CpG: 135,chr4,34010625,34011864,69.5,0.91,0.97,0.83,0.65,1.77,0.92,0.98,1.02,3.27,2.49,1.3,2.46,3.46,4.14,2.853333333,1.833333333,0.001755158,2.755683762,0,0
SmaI_mm9_34444,chr4,34011437,-170,1,NM_007726,Cnr1,34011607,34035806,+,-24369,NM_007726,Cnr1,34011607,34035806,+,Y,N,N,N,-427,CpG_End,CpG: 135,chr4,34010625,34011864,69.5,0.91,4.32,0.79,1.52,3.87,4.64,1.67,2.801666667,7.22,3.6,2.34,2.24,6.05,5.19,4.44,1.638333333,0.158296764,0.800527963,0,0
SmaI_mm9_3445,chr1,66747442,-25,1,NM_025683,Rpe,66747467,66766379,+,1722,NM_175510,Unc80,66515021,66745720,+,Y,N,N,N,115,CpG_Start,CpG: 60,chr1,66747327,66747925,67.9,0.87,0,0,0.13,0,0,0,0.021666667,0,0,0.24,0,0,0,0.04,0.018333333,0.695423051,0.157750918,0,0
SmaI_mm9_3446,chr1,66747804,337,1,NM_025683,Rpe,66747467,66766379,+,2084,NM_175510,Unc80,66515021,66745720,+,Y,N,N,N,-121,CpG_End,CpG: 60,chr1,66747327,66747925,67.9,0.87,0,0,0,0.17,0,0,0.028333333,0.24,0,0,0,0.25,0,0.081666667,0.053333333,0.386700972,0.412624737,0,1
SmaI_mm9_34479,chr4,34498205,341,1,NM_001007589,Akirin2,34497864,34514157,+,15825,NM_015824,Orc3l,34562191,34514030,-,Y,N,N,N,-450,CpG_End,CpG: 99,chr4,34497684,34498655,61.5,1.08,0,0.14,0,0.17,0,0.15,0.076666667,0.19,0,0,0.21,0.42,0,0.136666667,0.06,0.456825902,0.34024928,0,1
SmaI_mm9_34480,chr4,34498538,674,0,NM_001007589,Akirin2,34497864,34514157,+,15492,NM_015824,Orc3l,34562191,34514030,-,Y,N,N,N,-117,CpG_End,CpG: 99,chr4,34497684,34498655,61.5,1.08,0,0,0,0,0,0.15,0.025,0.18,0,0.1,0,0,0,0.046666667,0.021666667,0.600219723,0.221689738,0,1
SmaI_mm9_34513,chr4,35103310,1405,0,NM_178061,Mobkl2b,35104715,34899953,-,2042,NM_199157,Ifnk,35099304,35101268,+,N,N,N,N,-978,CpG_Start,CpG: 36,chr4,35104288,35104747,64.1,0.76,0,0,0,0.51,0.71,0.45,0.278333333,0.19,0.43,0.22,0.26,0.31,0.12,0.255,-0.023333333,0.867711218,0.061624788,1,1
SmaI_mm9_34514,chr4,35103517,1198,0,NM_178061,Mobkl2b,35104715,34899953,-,2249,NM_199157,Ifnk,35099304,35101268,+,N,N,N,N,-771,CpG_Start,CpG: 36,chr4,35104288,35104747,64.1,0.76,0,0,0,0,0.71,0,0.118333333,0.06,0,0,0,0.15,0,0.035,-0.083333333,0.506484207,0.295434093,1,1
SmaI_mm9_34516,chr4,35104289,426,1,NM_178061,Mobkl2b,35104715,34899953,-,3021,NM_199157,Ifnk,35099304,35101268,+,Y,N,N,N,1,CpG_Start,CpG: 36,chr4,35104288,35104747,64.1,0.76,0,0,0,0,0,0,0,0,0,0,0.29,0.47,0,0.126666667,0.126666667,0.15983962,0.79631556,0,1
SmaI_mm9_34517,chr4,35104717,-2,1,NM_178061,Mobkl2b,35104715,34899953,-,3449,NM_199157,Ifnk,35099304,35101268,+,Y,N,N,N,-30,CpG_End,CpG: 36,chr4,35104288,35104747,64.1,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
