ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,AvgWT,GfKoC1M1,GfKoC1M2,GfKoC1M3,GfKoC4F1,GfKoC4F2,GfKoC4F3,AvgKO,KO.WT,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_160080,chr18,84254572,1382,0,NM_001081300,Tshz1,84255954,84181019,-,-12334,NM_146090,Zadh2,84257550,84266906,+,N,GC_rich,Low_complexity,Low_complexity,-188,CpG_Start,CpG: 75,chr18,84254760,84255542,52.1,1.42,0,0,0,0,0,0.54,0.09,0,0.12,0.24,0,0,0,0.06,-0.03,0.767836256,0.114731385,1,1
SmaI_mm9_160081,chr18,84254873,1081,0,NM_001081300,Tshz1,84255954,84181019,-,-12033,NM_146090,Zadh2,84257550,84266906,+,Y,GC_rich,Low_complexity,Low_complexity,113,CpG_Start,CpG: 75,chr18,84254760,84255542,52.1,1.42,0,0,0,0,0,0,0,0.29,0.12,0.51,0.26,0,0.46,0.273333333,0.273333333,0.006343869,2.197645827,0,1
SmaI_mm9_160086,chr18,84257351,-199,1,NM_146090,Zadh2,84257550,84266906,+,-9555,NM_146090,Zadh2,84257550,84266906,+,Y,N,N,N,564,CpG_Start,CpG: 122,chr18,84256787,84258118,57.3,1.12,0,0,0,0,0,0,0,1.52,0.74,0.62,0.78,0.71,0.49,0.81,0.81,0.000273961,3.562311904,0,0
SmaI_mm9_160087,chr18,84257737,187,1,NM_146090,Zadh2,84257550,84266906,+,-9169,NM_146090,Zadh2,84257550,84266906,+,Y,N,N,N,-381,CpG_End,CpG: 122,chr18,84256787,84258118,57.3,1.12,0,0,0,0.24,0,0.25,0.081666667,1.13,0,0,0,0,0,0.188333333,0.106666667,0.596908602,0.224092162,0,1
SmaI_mm9_160199,chr18,86134422,-429922,0,NM_144946,Neto1,86564344,86671289,+,-536867,NM_144946,Neto1,86564344,86671289,+,N,L1_Mus1,LINE,L1,-430183,CpG_Start,CpG: 43,chr18,86564605,86565065,61.4,0.99,NA,86.55,87.06,86.33,NA,87.44,86.845,98.26,86.25,96.45,87.17,89.27,90.77,91.36166667,4.516666667,0.111749174,0.951755677,0,0
SmaI_mm9_160200,chr18,86134627,-429717,0,NM_144946,Neto1,86564344,86671289,+,-536662,NM_144946,Neto1,86564344,86671289,+,N,L1_Mus1,LINE,L1,-429978,CpG_Start,CpG: 43,chr18,86564605,86565065,61.4,0.99,NA,96.59,96.77,95.05,NA,91.1,94.8775,95.94,92.55,93.29,95.74,91.33,92.8,93.60833333,-1.269166667,0.392495055,0.406165811,0,0
SmaI_mm9_160216,chr18,86565022,678,0,NM_144946,Neto1,86564344,86671289,+,-106267,NM_144946,Neto1,86564344,86671289,+,Y,N,N,N,-43,CpG_End,CpG: 43,chr18,86564605,86565065,61.4,0.99,1.33,1.24,1.36,1.33,1.52,1.77,1.425,0.32,3.16,1.07,2.28,2.32,1.95,1.85,0.425,0.334295614,0.475869321,0,1
SmaI_mm9_160217,chr18,86565336,992,0,NM_144946,Neto1,86564344,86671289,+,-105953,NM_144946,Neto1,86564344,86671289,+,N,N,N,N,271,CpG_End,CpG: 43,chr18,86564605,86565065,61.4,0.99,3.54,3.01,3.01,3.37,2.9,3.21,3.173333333,0.53,3.84,1.69,4.15,3.59,3.08,2.813333333,-0.36,0.552546994,0.25763078,1,1
SmaI_mm9_160227,chr18,86882093,-347,1,NM_172633,Cbln2,86882440,86887675,+,-5582,NM_172633,Cbln2,86882440,86887675,+,N,N,N,N,-293,CpG_Start,CpG: 36,chr18,86882386,86882843,68.1,0.68,4.48,2.79,4.35,4.41,2.85,3.46,3.723333333,2.39,8.89,1.97,5.21,8.36,4.18,5.166666667,1.443333333,0.271336886,0.566491164,1,0
SmaI_mm9_160228,chr18,86882509,69,1,NM_172633,Cbln2,86882440,86887675,+,-5166,NM_172633,Cbln2,86882440,86887675,+,Y,N,N,N,123,CpG_Start,CpG: 36,chr18,86882386,86882843,68.1,0.68,3.02,1.25,3.21,1.96,1.84,1.71,2.165,1.91,4.42,1.88,2.92,2.57,2.23,2.655,0.49,0.351543749,0.45402062,0,1
SmaI_mm9_160336,chr18,89484870,118051,0,NM_178687,Cd226,89366819,89439719,+,-14343,NM_001039173,Dok6,89938528,89470527,-,N,tRNA-Phe-TTY,tRNA,tRNA,343305,CpG_End,CpG: 20,chr18,89141352,89141565,60.3,1.08,98.64,99.11,98.68,99.51,98.31,98.86,98.85166667,99.24,98.45,99.15,98.28,98.48,98.48,98.68,-0.171666667,0.486747841,0.312695967,0,0
SmaI_mm9_160457,chr19,3323547,246,1,NM_013495,Cpt1a,3323301,3385733,+,30710,NM_172252,Mrpl21,3283047,3292837,+,Y,N,N,N,208,CpG_Start,CpG: 66,chr19,3323339,3324182,64.9,0.75,0,0,0,0,0,0,0,1.21,0.8,1.6,0,0.75,1.15,0.918333333,0.918333333,0.002070672,2.683888745,0,1
SmaI_mm9_160478,chr19,3575290,459,1,NM_001164159,Saps3,3575749,3454928,-,9535,NM_008513,Lrp5,3686564,3584825,-,Y,N,N,N,62,CpG_Start,CpG: 99,chr19,3575228,3576246,65.3,0.92,0,0,0,0,NA,0,0,0.32,0,0.49,0,0,0,0.135,0.135,0.199368225,0.700344058,0,1
SmaI_mm9_160479,chr19,3575489,260,1,NM_001164159,Saps3,3575749,3454928,-,9336,NM_008513,Lrp5,3686564,3584825,-,Y,N,N,N,261,CpG_Start,CpG: 99,chr19,3575228,3576246,65.3,0.92,0,0,0,0,NA,0,0,0.89,0.57,0.45,0,0,0.45,0.393333333,0.393333333,0.032287767,1.490961984,0,1
SmaI_mm9_160492,chr19,3686111,453,1,NM_008513,Lrp5,3686564,3584825,-,-31770,NM_028077,1810055G02Rik,3708333,3717881,+,Y,N,N,N,305,CpG_Start,CpG: 93,chr19,3685806,3686592,70.8,0.94,0.13,0,0.19,0.15,0,0,0.078333333,1.2,0.53,0.31,0.3,0.73,0.27,0.556666667,0.478333333,0.010350851,1.985023928,0,1
SmaI_mm9_160493,chr19,3686424,140,1,NM_008513,Lrp5,3686564,3584825,-,-31457,NM_028077,1810055G02Rik,3708333,3717881,+,Y,N,N,N,-168,CpG_End,CpG: 93,chr19,3685806,3686592,70.8,0.94,0,0,0,0,0,0.27,0.045,0.44,0.38,0.69,0.54,0.54,0.18,0.461666667,0.416666667,0.000569303,3.244656379,0,1
SmaI_mm9_160503,chr19,3822540,-29233,0,NM_001025566,Chka,3851773,3867549,+,4238,NM_001167885,Suv420h1,3767421,3818302,+,N,N,N,N,-29060,CpG_Start,CpG: 104,chr19,3851600,3852560,62.3,1.12,97.49,96.94,98.59,97.41,99.22,97.83,97.91333333,99.49,98.43,99.46,97.54,98.45,98.43,98.63333333,0.72,0.146671106,0.833655434,0,0
SmaI_mm9_160504,chr19,3822933,-28840,0,NM_001025566,Chka,3851773,3867549,+,4631,NM_001167885,Suv420h1,3767421,3818302,+,N,N,N,N,-28667,CpG_Start,CpG: 104,chr19,3851600,3852560,62.3,1.12,86.22,85.6,84.85,83.57,82.19,83.82,84.375,98.14,87.18,97.02,82.96,83.22,86.05,89.095,4.72,0.126522534,0.897832119,0,0
SmaI_mm9_160538,chr19,4097110,-241,1,NM_026373,Cdk2ap2,4097351,4099017,+,-1907,NM_026373,Cdk2ap2,4097351,4099017,+,Y,GC_rich,Low_complexity,Low_complexity,267,CpG_Start,CpG: 67,chr19,4096843,4097602,63.9,0.86,0,0,0,0.47,0,0.48,0.158333333,1.87,1.09,0.66,1.4,0,0.84,0.976666667,0.818333333,0.015423974,1.811803717,0,0
SmaI_mm9_160539,chr19,4097467,116,1,NM_026373,Cdk2ap2,4097351,4099017,+,-1550,NM_026373,Cdk2ap2,4097351,4099017,+,Y,N,N,N,-135,CpG_End,CpG: 67,chr19,4096843,4097602,63.9,0.86,0.36,0.34,0,0,0,0.45,0.191666667,1.61,0.98,2.12,0.22,1.16,1.49,1.263333333,1.071666667,0.003159392,2.500396469,0,1
SmaI_mm9_160564,chr19,4192476,302,1,NM_031868,Ppp1ca,4192174,4195419,+,2722,NM_011237,Rad9,4201603,4195198,-,Y,N,N,N,-320,CpG_End,CpG: 64,chr19,4191903,4192796,58.5,0.85,0.12,0,0.34,0,0,0,0.076666667,0.6,0.4,0.85,0.22,0,0.92,0.498333333,0.421666667,0.023046703,1.637391194,0,1
SmaI_mm9_160565,chr19,4192817,643,0,NM_031868,Ppp1ca,4192174,4195419,+,2381,NM_011237,Rad9,4201603,4195198,-,N,N,N,N,21,CpG_End,CpG: 64,chr19,4191903,4192796,58.5,0.85,0.25,0,0,0,0,0,0.041666667,1.67,0.98,0.62,0.72,0.51,0.48,0.83,0.788333333,0.001853952,2.731901553,1,1
SmaI_mm9_160567,chr19,4201755,-152,1,NM_011237,Rad9,4201603,4195198,-,6336,NM_031868,Ppp1ca,4192174,4195419,+,Y,N,N,N,-15,CpG_End,CpG: 21,chr19,4201536,4201770,58.7,1.04,0,0,0,0,0.75,0,0.125,0.69,0.26,0.85,0.28,0.37,0.64,0.515,0.39,0.035045844,1.455363479,0,0
SmaI_mm9_160568,chr19,4201968,-365,1,NM_011237,Rad9,4201603,4195198,-,6549,NM_031868,Ppp1ca,4192174,4195419,+,N,N,N,N,198,CpG_End,CpG: 21,chr19,4201536,4201770,58.7,1.04,0,0.44,0,0,0,0,0.073333333,0.23,0.26,0.52,0.54,0.18,0,0.288333333,0.215,0.08424609,1.074450248,1,0
SmaI_mm9_160569,chr19,4214262,-130,1,NM_019952,Clcf1,4214392,4222615,+,-8353,NM_019952,Clcf1,4214392,4222615,+,N,N,N,N,-73,CpG_Start,CpG: 110,chr19,4214335,4215570,61.1,0.97,0.1,0,0.13,0,0,0.09,0.053333333,0.11,0,0.09,0.04,0.1,0.07,0.068333333,0.015,0.625458555,0.203801463,1,0
SmaI_mm9_160570,chr19,4214598,206,1,NM_019952,Clcf1,4214392,4222615,+,-8017,NM_019952,Clcf1,4214392,4222615,+,Y,N,N,N,263,CpG_Start,CpG: 110,chr19,4214335,4215570,61.1,0.97,0,0,0,0,0,0.09,0.015,0.76,0.38,0.6,0.54,0.83,0.53,0.606666667,0.591666667,6.19E-06,5.208053441,0,1
SmaI_mm9_160575,chr19,4268601,571,0,NM_198113,Ssh3,4269172,4261668,-,1579,NM_026720,Ankrd13d,4283137,4270180,-,N,N,N,N,-414,CpG_Start,CpG: 31,chr19,4269015,4269348,68.3,0.8,6.33,6.92,5.37,12.49,4,5.6,6.785,6.18,5.4,4.35,7.46,7.92,5.91,6.203333333,-0.581666667,0.669880139,0.174002898,1,1
SmaI_mm9_160576,chr19,4268825,347,1,NM_198113,Ssh3,4269172,4261668,-,1355,NM_026720,Ankrd13d,4283137,4270180,-,N,N,N,N,-190,CpG_Start,CpG: 31,chr19,4269015,4269348,68.3,0.8,0,0.94,0.74,2.51,0,1.51,0.95,1.5,1.87,1.8,1.75,1.99,1.47,1.73,0.78,0.080000802,1.096905662,1,1
SmaI_mm9_160595,chr19,4439541,-117,1,NM_007485,Rhod,4439424,4425457,-,6367,NM_134164,Syt12,4477143,4445908,-,N,N,N,N,-37094,CpG_Start,CpG: 58,chr19,4476635,4477151,72.5,0.87,0,0,0,0,0,0.19,0.031666667,1.17,0.77,0.91,0.74,0,0.29,0.646666667,0.615,0.006026041,2.219967941,0,0
SmaI_mm9_160596,chr19,4439911,-487,1,NM_007485,Rhod,4439424,4425457,-,5997,NM_134164,Syt12,4477143,4445908,-,N,N,N,N,-36724,CpG_Start,CpG: 58,chr19,4476635,4477151,72.5,0.87,5.3,7.17,7.85,9.83,6.79,7.59,7.421666667,2.78,5.09,2.57,4.73,7.18,5.4,4.625,-2.796666667,0.013196404,1.879544392,0,0
SmaI_mm9_160612,chr19,4602355,8036,0,NM_008797,Pcx,4594319,4621752,+,9430,NM_153388,Lrfn4,4615667,4611785,-,N,N,N,N,-12505,CpG_Start,CpG: 87,chr19,4614860,4615687,68.8,0.9,97.08,97.05,97.71,95.6,97.48,97.93,97.14166667,99.6,97.97,100,96.78,98.19,98.17,98.45166667,1.31,0.049710112,1.30355526,0,1
SmaI_mm9_160613,chr19,4602780,8461,0,NM_008797,Pcx,4594319,4621752,+,9005,NM_153388,Lrfn4,4615667,4611785,-,N,N,N,N,-12080,CpG_Start,CpG: 87,chr19,4614860,4615687,68.8,0.9,88.64,89.84,94.31,90.86,90.46,88.17,90.38,99.03,91.52,98.41,88.14,90.53,91.42,93.175,2.795,0.198783247,0.701620219,0,1
SmaI_mm9_160617,chr19,4614914,753,0,NM_153388,Lrfn4,4615667,4611785,-,-3129,NM_153388,Lrfn4,4615667,4611785,-,Y,N,N,N,54,CpG_Start,CpG: 87,chr19,4614860,4615687,68.8,0.9,0.22,0.21,0.61,0.12,0,0.4,0.26,0.33,0.19,0.14,0.06,0,0.05,0.128333333,-0.131666667,0.221049082,0.655511284,0,1
SmaI_mm9_160618,chr19,4615252,415,1,NM_153388,Lrfn4,4615667,4611785,-,-3467,NM_153388,Lrfn4,4615667,4611785,-,Y,N,N,N,392,CpG_Start,CpG: 87,chr19,4614860,4615687,68.8,0.9,0.09,0.08,0.12,0,0.1,0,0.065,0.83,0.31,0.6,0.38,0.56,0.38,0.51,0.445,0.000282703,3.548669508,0,1
SmaI_mm9_160641,chr19,4756398,-127,1,NM_025717,Rbm4b,4756525,4765940,+,4046,NM_021287,Spnb3,4711223,4752352,+,Y,N,N,N,44,CpG_Start,CpG: 56,chr19,4756354,4756833,72.9,0.9,0,0,0,0.18,0.4,0.18,0.126666667,1.63,0.98,0.52,0.49,1.11,0.61,0.89,0.763333333,0.002634467,2.579307239,0,0
SmaI_mm9_160642,chr19,4756772,247,1,NM_025717,Rbm4b,4756525,4765940,+,4420,NM_021287,Spnb3,4711223,4752352,+,Y,N,N,N,-61,CpG_End,CpG: 56,chr19,4756354,4756833,72.9,0.9,0,0,0.19,0.15,0,0,0.056666667,1.31,0.33,0.39,0.68,0.71,0.62,0.673333333,0.616666667,0.001831862,2.737107355,0,1
SmaI_mm9_160674,chr19,5038230,-596,1,NM_175383,B3gnt1,5038826,5041134,+,-2904,NM_175383,B3gnt1,5038826,5041134,+,N,N,N,N,-307,CpG_Start,CpG: 83,chr19,5038537,5039488,62.9,0.88,0,0,0,0,0,0,0,0.68,0,1.65,0.29,0,0.71,0.555,0.555,0.053245106,1.273720302,1,0
SmaI_mm9_160675,chr19,5038679,-147,1,NM_175383,B3gnt1,5038826,5041134,+,-2455,NM_175383,B3gnt1,5038826,5041134,+,Y,N,N,N,142,CpG_Start,CpG: 83,chr19,5038537,5039488,62.9,0.88,0,0,0,0,0,0,0,0,0,0,0.29,0,0.18,0.078333333,0.078333333,0.159495227,0.797252308,0,0
SmaI_mm9_160687,chr19,5089437,884,0,NM_026553,Yif1a,5088553,5092856,+,-3419,NM_026553,Yif1a,5088553,5092856,+,N,N,N,N,634,CpG_End,CpG: 47,chr19,5088200,5088803,57.5,0.95,91.16,88.27,94.43,88.05,NA,90.67,90.516,84.99,85.01,92.93,85.05,89.93,87.83,87.62333333,-2.892666667,0.145312368,0.837697419,1,1
SmaI_mm9_160688,chr19,5089648,1095,0,NM_026553,Yif1a,5088553,5092856,+,-3208,NM_026553,Yif1a,5088553,5092856,+,N,N,N,N,845,CpG_End,CpG: 47,chr19,5088200,5088803,57.5,0.95,NA,88.9,87.48,84.15,NA,88.21,87.185,92.21,84.79,91.13,89.3,86.95,90.04,89.07,1.885,0.281682802,0.550239668,1,1
SmaI_mm9_160691,chr19,5098008,410,1,NM_009920,Cnih2,5098418,5092871,-,1199,NM_029576,Rab1b,5106996,5099207,-,N,N,N,N,-305,CpG_Start,CpG: 25,chr19,5098313,5098610,51.3,1.28,2.29,5.26,3.67,6.88,4.47,4.46,4.505,2.21,4.55,1.73,4.57,1.81,4.41,3.213333333,-1.291666667,0.162849672,0.788213112,1,1
SmaI_mm9_160692,chr19,5098288,130,1,NM_009920,Cnih2,5098418,5092871,-,919,NM_029576,Rab1b,5106996,5099207,-,N,GC_rich,Low_complexity,Low_complexity,-25,CpG_Start,CpG: 25,chr19,5098313,5098610,51.3,1.28,0,0.84,0,0.64,0.45,0,0.321666667,0.47,1.27,1.06,0.62,0.82,0.86,0.85,0.528333333,0.020844573,1.681007006,1,1
SmaI_mm9_160725,chr19,5424273,643,0,NM_024176,Drap1,5424916,5422824,-,1427,NR_015545,4930481A15Rik,5406874,5422846,+,N,N,N,N,-130,CpG_Start,CpG: 90,chr19,5424403,5425638,58.3,0.86,0,0.47,0,0,0,0.26,0.121666667,0.28,0.56,0.38,0.64,0.66,0.55,0.511666667,0.39,0.003382654,2.470742385,1,1
SmaI_mm9_160726,chr19,5424508,408,1,NM_024176,Drap1,5424916,5422824,-,1662,NR_015545,4930481A15Rik,5406874,5422846,+,Y,N,N,N,105,CpG_Start,CpG: 90,chr19,5424403,5425638,58.3,0.86,0,0,0,0,0,0,0,1.55,0.66,0.7,0.61,0.49,0.59,0.766666667,0.766666667,0.000711415,3.147876877,0,1
SmaI_mm9_160737,chr19,5457079,470,1,NM_198616,Ccdc85b,5457549,5453163,-,1141,NM_010235,Fosl1,5447698,5455938,+,Y,N,N,N,12,CpG_Start,CpG: 48,chr19,5457067,5457505,71.1,0.89,0,0,0,0,0,0,0,1.41,0.8,0.25,0.35,0,0.79,0.6,0.6,0.015620274,1.806311341,0,1
SmaI_mm9_160738,chr19,5457485,64,1,NM_198616,Ccdc85b,5457549,5453163,-,1547,NM_010235,Fosl1,5447698,5455938,+,Y,N,N,N,-20,CpG_End,CpG: 48,chr19,5457067,5457505,71.1,0.89,0,0.18,0,0,0,0,0.03,1.12,0.58,1.23,0.6,0.71,0.64,0.813333333,0.783333333,6.87E-05,4.16294725,0,1
SmaI_mm9_160761,chr19,5560827,-252,1,NM_019935,Ovol1,5560575,5549137,-,-10434,NM_001033448,Gm962,5568074,5571261,+,Y,N,N,N,-427,CpG_End,CpG: 145,chr19,5559933,5561254,66.2,1.01,0,0,0.46,0,0,0,0.076666667,0,0,0,0.14,0,0,0.023333333,-0.053333333,0.520776978,0.283348223,0,0
SmaI_mm9_160762,chr19,5561066,-491,1,NM_019935,Ovol1,5560575,5549137,-,-10195,NM_001033448,Gm962,5568074,5571261,+,Y,N,N,N,-188,CpG_End,CpG: 145,chr19,5559933,5561254,66.2,1.01,0,1.07,0.47,0.35,0,0.4,0.381666667,0.47,0.49,0.55,0.44,0.58,0.48,0.501666667,0.12,0.476115009,0.322288128,0,0
SmaI_mm9_160765,chr19,5567477,-597,1,NM_001033448,Gm962,5568074,5571261,+,-3784,NM_001033448,Gm962,5568074,5571261,+,Y,N,N,N,164,CpG_Start,CpG: 104,chr19,5567313,5568412,64.5,0.91,0,0,0,0,0.7,0,0.116666667,0.61,0.24,0.31,0.15,0.19,0.32,0.303333333,0.186666667,0.195459941,0.708942236,0,0
SmaI_mm9_160766,chr19,5567704,-370,1,NM_001033448,Gm962,5568074,5571261,+,-3557,NM_001033448,Gm962,5568074,5571261,+,Y,N,N,N,391,CpG_Start,CpG: 104,chr19,5567313,5568412,64.5,0.91,0,0,0,0,0.33,0,0.055,0.37,0.59,0.37,0.25,0.33,0.16,0.345,0.29,0.004909447,2.308967412,0,0
SmaI_mm9_160767,chr19,5567967,-107,1,NM_001033448,Gm962,5568074,5571261,+,-3294,NM_001033448,Gm962,5568074,5571261,+,Y,(CCCCG)n,Simple_repeat,Simple_repeat,-445,CpG_End,CpG: 104,chr19,5567313,5568412,64.5,0.91,0,0,0,0,0,0,0,0.61,0.13,0.3,0.31,0.8,0.59,0.456666667,0.456666667,0.001181828,2.927445865,0,0
SmaI_mm9_160768,chr19,5568237,163,1,NM_001033448,Gm962,5568074,5571261,+,-3024,NM_001033448,Gm962,5568074,5571261,+,Y,N,N,N,-175,CpG_End,CpG: 104,chr19,5567313,5568412,64.5,0.91,0,0.15,0,0,0,0,0.025,0.61,0.13,0.56,0.35,0.67,0.52,0.473333333,0.448333333,0.000374063,3.427055203,0,1
SmaI_mm9_160772,chr19,5609756,273,1,NM_178637,Kat5,5610029,5603418,-,-6338,NM_178637,Kat5,5610029,5603418,-,Y,N,N,N,64,CpG_Start,CpG: 53,chr19,5609692,5610302,65.6,0.83,0,0,0,0,0,0,0,0.51,0.23,0.2,0,0,0.14,0.18,0.18,0.041658117,1.380300363,0,1
SmaI_mm9_160773,chr19,5610003,26,1,NM_178637,Kat5,5610029,5603418,-,-6585,NM_178637,Kat5,5610029,5603418,-,Y,N,N,N,-299,CpG_End,CpG: 53,chr19,5609692,5610302,65.6,0.83,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0.04,0.04,0.340893132,0.467381748,0,1
SmaI_mm9_160782,chr19,5651705,12002,0,NM_001164481,Sipa1,5663707,5651185,-,-520,NM_011379,Sipa1,5663707,5651185,-,N,N,N,N,-2282,CpG_Start,CpG: 102,chr19,5653987,5655204,65.1,0.79,84.16,80.51,81.5,80.59,84.58,82.48,82.30333333,89.83,85.91,91.37,86.08,83.94,85.62,87.125,4.821666667,0.005390159,2.26839846,0,1
SmaI_mm9_160783,chr19,5652051,11656,0,NM_001164481,Sipa1,5663707,5651185,-,-866,NM_011379,Sipa1,5663707,5651185,-,N,N,N,N,-1936,CpG_Start,CpG: 102,chr19,5653987,5655204,65.1,0.79,52.95,51.89,52.51,59.6,60.58,56.04,55.595,69.26,48.94,68.82,51.69,53.98,56.9,58.265,2.67,0.508112226,0.294040355,1,1
SmaI_mm9_160793,chr19,5689183,52,1,NM_022012,Map3k11,5689131,5702864,+,-13681,NM_022012,Map3k11,5689131,5702864,+,N,N,N,N,135,CpG_End,CpG: 73,chr19,5688158,5689048,65,0.78,0.2,0,0.22,0,0.18,0.18,0.13,1.2,0.25,0.31,0.59,0.34,0.85,0.59,0.46,0.015480136,1.810225225,1,1
SmaI_mm9_160794,chr19,5689605,474,1,NM_022012,Map3k11,5689131,5702864,+,-13259,NM_022012,Map3k11,5689131,5702864,+,N,N,N,N,557,CpG_End,CpG: 73,chr19,5688158,5689048,65,0.78,0,0,0.19,0,0,0,0.031666667,0.25,0.11,0,0.3,0.5,0.13,0.215,0.183333333,0.041376749,1.38324363,1,1
SmaI_mm9_160804,chr19,5741807,903,0,NM_008520,Ltbp3,5740904,5758532,+,-11501,NM_020491,Sssca1,5731721,5730306,-,Y,N,N,N,153,CpG_Start,CpG: 61,chr19,5741654,5742295,70.7,0.79,0,0,0,0,0,0,0,2.45,0.57,2.63,1.3,0,1.27,1.37,1.37,0.008518936,2.069614669,0,1
SmaI_mm9_160805,chr19,5742247,1343,0,NM_008520,Ltbp3,5740904,5758532,+,-11941,NM_020491,Sssca1,5731721,5730306,-,Y,N,N,N,-48,CpG_End,CpG: 61,chr19,5741654,5742295,70.7,0.79,0,0.84,0,0.42,0,0,0.21,0.79,0.82,0.65,0.63,0.88,1.39,0.86,0.65,0.005213376,2.28288092,0,1
SmaI_mm9_160812,chr19,5756737,14664,0,NM_023912,Scyl1,5771401,5758427,-,1690,NM_023912,Scyl1,5771401,5758427,-,N,N,N,N,-113,CpG_Start,CpG: 30,chr19,5756850,5757201,69.6,0.7,13.67,13.4,12.01,19.8,15.86,15.02,14.96,16.25,9.83,10.98,15.31,12.34,12.69,12.9,-2.06,0.199773177,0.699462825,1,0
SmaI_mm9_160813,chr19,5756941,14460,0,NM_023912,Scyl1,5771401,5758427,-,1486,NM_023912,Scyl1,5771401,5758427,-,Y,N,N,N,91,CpG_Start,CpG: 30,chr19,5756850,5757201,69.6,0.7,16.22,17.68,15.61,21.2,11.49,15.09,16.215,17.1,12.13,12.84,15.6,14.95,12.97,14.265,-1.95,0.229075609,0.640021151,0,0
SmaI_mm9_160834,chr19,5865974,9234,0,NM_026169,Frmd8,5875208,5850974,-,-15000,NM_026169,Frmd8,5875208,5850974,-,N,N,N,N,-9061,CpG_Start,CpG: 36,chr19,5875035,5875449,66,0.83,94.37,95.43,96.41,96.09,98.19,96.53,96.17,99.43,97.76,99.75,95.97,96.63,97.42,97.82666667,1.656666667,0.066257661,1.178763897,0,1
SmaI_mm9_160835,chr19,5866349,8859,0,NM_026169,Frmd8,5875208,5850974,-,-15375,NM_026169,Frmd8,5875208,5850974,-,N,N,N,N,-8686,CpG_Start,CpG: 36,chr19,5875035,5875449,66,0.83,93.97,95.4,95.68,94.65,97.3,96.98,95.66333333,98.98,96.78,99.15,94.59,96.63,96.87,97.16666667,1.503333333,0.11508153,0.938994372,0,1
SmaI_mm9_160848,chr19,5954304,9902,0,NM_001164057,Pola2,5964206,5941106,-,-13198,NM_001164057,Pola2,5964206,5941106,-,N,N,N,N,-9498,CpG_Start,CpG: 48,chr19,5963802,5964307,62.8,0.98,71.64,58.53,73.25,62.99,54.36,55.36,62.68833333,95.03,89.16,89.09,45.44,81.26,71.78,78.62666667,15.93833333,0.077986767,1.107979083,0,1
SmaI_mm9_160849,chr19,5954743,9463,0,NM_001164057,Pola2,5964206,5941106,-,-13637,NM_001164057,Pola2,5964206,5941106,-,N,N,N,N,-9059,CpG_Start,CpG: 48,chr19,5963802,5964307,62.8,0.98,37.12,26.4,40.02,36.9,28.26,30.95,33.275,78.9,49.94,57.99,25.98,39.22,36.59,48.10333333,14.82833333,0.092145941,1.03552379,0,1
SmaI_mm9_160880,chr19,6233821,2019,0,NM_198168,Ppp2r5b,6235840,6227767,-,-6054,NM_198168,Ppp2r5b,6235840,6227767,-,N,N,N,N,-1714,CpG_Start,CpG: 35,chr19,6235535,6235910,72.3,0.71,90.21,87.47,92.71,88.61,91.77,89.05,89.97,97.21,91.48,94.74,91.41,91.65,93.59,93.34666667,3.376666667,0.022169853,1.654237187,1,1
SmaI_mm9_160881,chr19,6234137,1703,0,NM_198168,Ppp2r5b,6235840,6227767,-,-6370,NM_198168,Ppp2r5b,6235840,6227767,-,N,N,N,N,-1398,CpG_Start,CpG: 35,chr19,6235535,6235910,72.3,0.71,60.04,65.32,69.08,71.34,73.91,64,67.28166667,74.3,54.44,69.84,64.63,62.45,67.83,65.58166667,-1.7,0.636383656,0.196280983,1,1
SmaI_mm9_160898,chr19,6306691,234,1,NM_001033342,Cdc42bpg,6306457,6325652,+,6595,NM_010119,Ehd1,6276896,6300096,+,Y,N,N,N,-168,CpG_End,CpG: 66,chr19,6306140,6306859,68.2,0.79,0.56,0,0,0,0.62,0,0.196666667,0.83,0.1,0.24,0.34,0.8,0.25,0.426666667,0.23,0.224861202,0.648085473,0,1
SmaI_mm9_160899,chr19,6306898,441,1,NM_001033342,Cdc42bpg,6306457,6325652,+,6802,NM_010119,Ehd1,6276896,6300096,+,N,N,N,N,39,CpG_End,CpG: 66,chr19,6306140,6306859,68.2,0.79,0,0,0.5,0,0,1.02,0.253333333,0.53,0.31,0.65,0.72,0.85,0.27,0.555,0.301666667,0.157692126,0.802189991,1,1
SmaI_mm9_160908,chr19,6341116,-134,1,NM_009006,Map4k2,6341250,6353527,+,222,NM_008583,Men1,6335039,6340894,+,N,GC_rich,Low_complexity,Low_complexity,-138,CpG_Start,CpG: 37,chr19,6341254,6341571,71.7,0.91,0,0,0,0,0,0,0,0.31,0.86,0.58,0.61,0.35,0.56,0.545,0.545,5.33E-05,4.273673211,1,0
