ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,SPFC1M1,SPFC1M2,SPFC2M1,SPFC2M2,SPFC3M1,SPFC3M2,AvgGF,AvgSPF,SPF.GF,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_161712,chr19,16945758,2562,0,NM_008023,Foxb2,16948320,16946806,-,1048,NM_008023,Foxb2,16948320,16946806,-,N,N,N,N,-1053,CpG_Start,CpG: 153,chr19,16946811,16949143,56.8,0.81,0,0,0,0.57,0,0.41,0.65,0.52,0,0.45,0.66,1.05,0.163333333,0.555,0.391666667,0.049115445,1.308781917,1,0
SmaI_mm9_161713,chr19,16946255,2065,0,NM_008023,Foxb2,16948320,16946806,-,551,NM_008023,Foxb2,16948320,16946806,-,N,N,N,N,-556,CpG_Start,CpG: 153,chr19,16946811,16949143,56.8,0.81,1.47,0.49,0.62,0,0,0,0,0.52,0.8,0.44,0,0,0.43,0.293333333,-0.136666667,0.629579572,0.200949372,1,0
SmaI_mm9_161799,chr19,18816283,-8190,0,NM_153417,Trpm6,18824473,18967001,+,23365,NM_177640,D030056L22Rik,18787726,18792918,+,N,MTD,LTR,MaLR,-7904,CpG_Start,CpG: 31,chr19,18824187,18824502,60.8,1.08,34.03,32.31,35.2,42.78,40.15,35.3,32.29,35.3,40.9,35.55,43.98,40.52,36.62833333,38.09,1.461666667,0.559437572,0.25224837,0,0
SmaI_mm9_161800,chr19,18816555,-7918,0,NM_153417,Trpm6,18824473,18967001,+,23637,NM_177640,D030056L22Rik,18787726,18792918,+,N,N,N,N,-7632,CpG_Start,CpG: 31,chr19,18824187,18824502,60.8,1.08,89.71,89.67,90.37,91.6,90.7,91.13,90.9,85.98,92.62,91.61,90.99,88.76,90.53,90.14333333,-0.386666667,0.715053989,0.145661166,0,0
SmaI_mm9_16186,chr2,77654288,585,0,NM_178723,Zfp385b,77654873,77248689,-,79422,NM_030560,Cwc22,77784240,77733710,-,N,N,N,N,-116,CpG_Start,CpG: 109,chr2,77654404,77655294,72.3,0.94,0.82,0.89,1.53,1.75,0.53,0.82,0.71,0.58,0.81,1.26,0,0.65,1.056666667,0.668333333,-0.388333333,0.158559885,0.799806678,1,1
SmaI_mm9_16187,chr2,77654754,119,1,NM_178723,Zfp385b,77654873,77248689,-,78956,NM_030560,Cwc22,77784240,77733710,-,Y,N,N,N,350,CpG_Start,CpG: 109,chr2,77654404,77655294,72.3,0.94,0.76,0.8,2.05,1.24,1.27,1.79,0.94,1.31,3.71,4.37,2.4,1.76,1.318333333,2.415,1.096666667,0.095796359,1.018650997,0,1
SmaI_mm9_161898,chr19,21727670,-129,1,NM_146096,Fam108b,21727799,21760127,+,-32457,NM_146096,Fam108b,21727799,21760127,+,Y,N,N,N,351,CpG_Start,CpG: 103,chr19,21727319,21728363,59.4,1.12,0,0,0,0,0.28,0,0,0.17,0.21,0.27,0,0.5,0.046666667,0.191666667,0.145,0.136646867,0.864400321,0,0
SmaI_mm9_161899,chr19,21727972,173,1,NM_146096,Fam108b,21727799,21760127,+,-32155,NM_146096,Fam108b,21727799,21760127,+,Y,N,N,N,-391,CpG_End,CpG: 103,chr19,21727319,21728363,59.4,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_161903,chr19,21853296,464,1,NM_031997,Tmem2,21852832,21932817,+,-79521,NM_001033759,Tmem2,21852832,21932817,+,Y,N,N,N,-194,CpG_End,CpG: 85,chr19,21852624,21853490,69.6,0.81,0,0.52,0,0.22,0.62,0,0,0.17,0,0.22,0,0.18,0.226666667,0.095,-0.131666667,0.307850713,0.511659836,0,1
SmaI_mm9_161904,chr19,21853567,735,0,NM_031997,Tmem2,21852832,21932817,+,-79250,NM_001033759,Tmem2,21852832,21932817,+,N,N,N,N,77,CpG_End,CpG: 85,chr19,21852624,21853490,69.6,0.81,0,0,0,0.22,0,0.19,0.19,0.17,0.2,0,0,0,0.068333333,0.093333333,0.025,0.687373255,0.16280737,1,1
SmaI_mm9_16194,chr2,77783923,317,1,NM_030560,Cwc22,77784240,77733710,-,-50213,NM_030560,Cwc22,77784240,77733710,-,Y,N,N,N,31,CpG_Start,CpG: 39,chr2,77783892,77784275,65.9,0.97,0,0.18,0,0,0,0,0,0,0,0.25,0,0,0.03,0.041666667,0.011666667,0.824823331,0.083639063,0,1
SmaI_mm9_16195,chr2,77784260,-20,1,NM_030560,Cwc22,77784240,77733710,-,-50550,NM_030560,Cwc22,77784240,77733710,-,Y,N,N,N,-15,CpG_End,CpG: 39,chr2,77783892,77784275,65.9,0.97,0,0,0,0,0.23,0,0.24,0,0,0.23,0.27,0.18,0.038333333,0.153333333,0.115,0.097599041,1.01055445,0,0
SmaI_mm9_161960,chr19,23073904,-141812,0,NM_010638,Klf9,23215716,23241401,+,9530,NM_177341,Trpm3,22522698,23064374,+,N,L3,LINE,CR1,-135478,CpG_Start,CpG: 103,chr19,23209382,23210914,60.7,0.73,98.81,96.7,100,97.69,98.62,97.66,96.42,98.05,98.15,98.41,97.48,98.41,98.24666667,97.82,-0.426666667,0.466065543,0.331553004,0,0
SmaI_mm9_161961,chr19,23074278,-141438,0,NM_010638,Klf9,23215716,23241401,+,9904,NM_177341,Trpm3,22522698,23064374,+,N,N,N,N,-135104,CpG_Start,CpG: 103,chr19,23209382,23210914,60.7,0.73,93.9,96.28,94.88,95.74,95.59,94.12,93.2,94.19,96.36,95.86,94.31,95.59,95.085,94.91833333,-0.166666667,0.795486178,0.099367362,0,0
SmaI_mm9_161966,chr19,23215842,126,1,NM_010638,Klf9,23215716,23241401,+,-25559,NM_010638,Klf9,23215716,23241401,+,Y,N,N,N,472,CpG_Start,CpG: 164,chr19,23215370,23217167,62.6,0.93,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.05,0.05,0.340893132,0.467381748,0,1
SmaI_mm9_161967,chr19,23216225,509,0,NM_010638,Klf9,23215716,23241401,+,-25176,NM_010638,Klf9,23215716,23241401,+,Y,N,N,N,855,CpG_Start,CpG: 164,chr19,23215370,23217167,62.6,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_161986,chr19,23522749,63,1,NM_174857,Mamdc2,23522812,23377099,-,110501,NM_026188,1700028P14Rik,23727302,23633250,-,N,N,N,N,-171440,CpG_Start,CpG: 18,chr19,23694189,23694395,58,1.04,1.76,2.73,3.45,6.29,1.36,3.75,1.7,2.41,5.13,7.05,2.79,3.8,3.223333333,3.813333333,0.59,0.598331741,0.223057958,0,1
SmaI_mm9_162010,chr19,23866751,33385,0,NM_177034,Apba1,23833366,24024087,+,71132,NM_028208,Ptar1,23761890,23795619,+,N,N,N,N,32948,CpG_End,CpG: 30,chr19,23833499,23833803,68.2,0.89,97.84,96.49,98.8,98.25,98.05,97.7,96.55,96.38,96.99,98.3,98.9,97.84,97.855,97.49333333,-0.361666667,0.502444455,0.298911942,0,1
SmaI_mm9_162011,chr19,23867061,33695,0,NM_177034,Apba1,23833366,24024087,+,71442,NM_028208,Ptar1,23761890,23795619,+,N,N,N,N,33258,CpG_End,CpG: 30,chr19,23833499,23833803,68.2,0.89,93.34,95.26,94.76,93.86,93.9,93.26,94.03,92.81,90.15,87.06,94.98,91.08,94.06333333,91.685,-2.378333333,0.080503825,1.094183484,0,1
SmaI_mm9_162050,chr19,24248431,51013,0,NM_011597,Tjp2,24299444,24168992,-,-79439,NM_011597,Tjp2,24299444,24168992,-,Y,N,N,N,64,CpG_Start,CpG: 83,chr19,24248367,24249008,67.1,1.16,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0.051666667,0.051666667,0.340893132,0.467381748,0,1
SmaI_mm9_162051,chr19,24248902,50542,0,NM_011597,Tjp2,24299444,24168992,-,-79910,NM_011597,Tjp2,24299444,24168992,-,Y,N,N,N,-106,CpG_End,CpG: 83,chr19,24248367,24249008,67.1,1.16,0,0.34,0,0,0,0,0,0,0,0,0,0,0.056666667,0,-0.056666667,0.340893132,0.467381748,0,1
SmaI_mm9_162103,chr19,24935941,391,1,NM_175013,Pgm5,24936332,24752751,-,37514,NM_008022,Foxd4,24975799,24973455,-,N,N,N,N,-50,CpG_Start,CpG: 44,chr19,24935991,24936434,70.5,0.81,8.12,7.12,10.03,9.67,8.9,10.16,7.88,7.87,9.37,9.55,9.1,7.69,9,8.576666667,-0.423333333,0.496488056,0.304091195,1,1
SmaI_mm9_162104,chr19,24936338,-6,1,NM_175013,Pgm5,24936332,24752751,-,37117,NM_008022,Foxd4,24975799,24973455,-,Y,N,N,N,-96,CpG_End,CpG: 44,chr19,24935991,24936434,70.5,0.81,0,0.3,0.95,0,0,0,0,0,0,0,0,0,0.208333333,0,-0.208333333,0.211900614,0.673867785,0,0
SmaI_mm9_162110,chr19,25035837,211,1,NM_146097,Cbwd1,25036048,24994919,-,-40918,NM_146097,Cbwd1,25036048,24994919,-,N,N,N,N,-227,CpG_Start,CpG: 24,chr19,25036064,25036318,65.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SmaI_mm9_162111,chr19,25036199,-151,1,NM_146097,Cbwd1,25036048,24994919,-,-41280,NM_146097,Cbwd1,25036048,24994919,-,Y,N,N,N,-119,CpG_End,CpG: 24,chr19,25036064,25036318,65.1,0.9,0,0,0,0.26,0,0,0.24,0.17,0,0,0,0.17,0.043333333,0.096666667,0.053333333,0.410498202,0.386688741,0,0
SmaI_mm9_162138,chr19,25282467,-29225,0,NM_181404,Kank1,25311692,25508986,+,5545,NM_028785,Dock8,25074019,25276922,+,N,N,N,N,-28562,CpG_Start,CpG: 110,chr19,25311029,25312265,65.2,0.84,58.61,46.71,53.72,51.28,64.28,51.61,26.5,38.31,33.67,41.76,43.85,37.88,54.36833333,36.995,-17.37333333,0.000677141,3.169320889,0,0
SmaI_mm9_162139,chr19,25282694,-28998,0,NM_181404,Kank1,25311692,25508986,+,5772,NM_028785,Dock8,25074019,25276922,+,N,N,N,N,-28335,CpG_Start,CpG: 110,chr19,25311029,25312265,65.2,0.84,61.98,53.67,53.82,55.73,71.72,52.85,39.32,48.02,54.47,50.71,50.16,42.08,58.295,47.46,-10.835,0.017285429,1.762319837,0,0
SmaI_mm9_162151,chr19,25402223,90531,0,NM_181404,Kank1,25311692,25508986,+,-106763,NM_181404,Kank1,25311692,25508986,+,N,N,N,N,-82247,CpG_Start,CpG: 31,chr19,25484470,25484852,60.3,0.93,90.19,89.4,92.46,95.86,93.91,91.6,89.9,89.55,63.07,91.05,94.6,88.19,92.23666667,86.06,-6.176666667,0.225667341,0.646531288,0,1
SmaI_mm9_162152,chr19,25402646,90954,0,NM_181404,Kank1,25311692,25508986,+,-106340,NM_181404,Kank1,25311692,25508986,+,N,N,N,N,-81824,CpG_Start,CpG: 31,chr19,25484470,25484852,60.3,0.93,84.51,89.52,80.9,90.37,91.52,95.03,91.22,78.67,56.8,87.13,88.88,84.11,88.64166667,81.135,-7.506666667,0.208362042,0.681181395,0,1
SmaI_mm9_162153,chr19,25418541,106849,0,NM_181404,Kank1,25311692,25508986,+,-90445,NM_181404,Kank1,25311692,25508986,+,N,N,N,N,-65929,CpG_Start,CpG: 31,chr19,25484470,25484852,60.3,0.93,10.13,10.61,10.81,18.28,16.05,11.01,21.92,9.19,33.67,17.28,20.72,9.34,12.815,18.68666667,5.871666667,0.172169366,0.76404412,0,1
SmaI_mm9_162154,chr19,25418863,107171,0,NM_181404,Kank1,25311692,25508986,+,-90123,NM_181404,Kank1,25311692,25508986,+,N,N,N,N,-65607,CpG_Start,CpG: 31,chr19,25484470,25484852,60.3,0.93,23.45,29.49,26.38,39.49,33.64,28.15,46.63,25.95,43.13,37.3,40.28,27.47,30.1,36.79333333,6.693333333,0.137884188,0.860485534,0,1
SmaI_mm9_162170,chr19,25561307,-18889,0,NM_015826,Dmrt1,25580196,25678818,+,52321,NM_181404,Kank1,25311692,25508986,+,N,N,N,N,-18787,CpG_Start,CpG: 118,chr19,25580094,25581460,63.5,0.86,9,4.83,6.22,8.06,7.54,7.6,8.03,7.27,6.53,7,8.35,8.59,7.208333333,7.628333333,0.42,0.55473814,0.255911974,0,0
SmaI_mm9_162171,chr19,25561554,-18642,0,NM_015826,Dmrt1,25580196,25678818,+,52568,NM_181404,Kank1,25311692,25508986,+,N,N,N,N,-18540,CpG_Start,CpG: 118,chr19,25580094,25581460,63.5,0.86,14.89,15.88,14.95,17.95,15.58,11.67,12.11,13.6,13.06,19.94,14.92,15.9,15.15333333,14.92166667,-0.231666667,0.87317805,0.05889719,0,0
SmaI_mm9_162172,chr19,25580404,208,1,NM_015826,Dmrt1,25580196,25678818,+,71418,NM_181404,Kank1,25311692,25508986,+,Y,N,N,N,310,CpG_Start,CpG: 118,chr19,25580094,25581460,63.5,0.86,0.63,0,1.16,0.35,0.91,0.97,1.32,0.3,1.4,1.72,1.83,0.28,0.67,1.141666667,0.471666667,0.185317193,0.732084287,0,1
SmaI_mm9_162173,chr19,25580708,512,0,NM_015826,Dmrt1,25580196,25678818,+,71722,NM_181404,Kank1,25311692,25508986,+,Y,N,N,N,614,CpG_Start,CpG: 118,chr19,25580094,25581460,63.5,0.86,2.17,1.75,1.65,1.94,1.82,2.89,2.55,2.63,4.12,3.83,2.06,1.88,2.036666667,2.845,0.808333333,0.08363584,1.077607577,0,1
SmaI_mm9_162174,chr19,25581095,899,0,NM_015826,Dmrt1,25580196,25678818,+,72109,NM_181404,Kank1,25311692,25508986,+,Y,N,N,N,-365,CpG_End,CpG: 118,chr19,25580094,25581460,63.5,0.86,5.66,6.63,6.36,8.47,6.54,4.76,6.97,7.5,8.19,5.26,6.52,5.33,6.403333333,6.628333333,0.225,0.752724909,0.123363712,0,1
SmaI_mm9_162175,chr19,25581452,1256,0,NM_015826,Dmrt1,25580196,25678818,+,72466,NM_181404,Kank1,25311692,25508986,+,Y,N,N,N,-8,CpG_End,CpG: 118,chr19,25580094,25581460,63.5,0.86,1.82,3.03,4.89,4.01,4.13,2.57,6.09,4.3,5,2.59,4.21,5.63,3.408333333,4.636666667,1.228333333,0.104102094,0.982540535,0,1
SmaI_mm9_162194,chr19,25685727,700,0,NM_177360,Dmrt3,25685027,25698410,+,6909,NM_015826,Dmrt1,25580196,25678818,+,N,N,N,N,198,CpG_End,CpG: 90,chr19,25684498,25685529,66.5,0.79,2.8,1.07,1.34,2.88,0.47,2.04,1.34,0.87,3.93,3.38,1.67,3.01,1.766666667,2.366666667,0.6,0.372578051,0.428782733,1,1
SmaI_mm9_162195,chr19,25686011,984,0,NM_177360,Dmrt3,25685027,25698410,+,7193,NM_015826,Dmrt1,25580196,25678818,+,N,N,N,N,482,CpG_End,CpG: 90,chr19,25684498,25685529,66.5,0.79,0.97,0.55,1.63,0.97,0.88,0.76,2.59,1.39,2.11,1.61,1.65,2.03,0.96,1.896666667,0.936666667,0.00233622,2.631486262,1,1
SmaI_mm9_162196,chr19,25686426,1399,0,NM_177360,Dmrt3,25685027,25698410,+,7608,NM_015826,Dmrt1,25580196,25678818,+,N,N,N,N,897,CpG_End,CpG: 90,chr19,25684498,25685529,66.5,0.79,3.93,7.12,4.8,7.78,5.98,7.3,7.27,5.45,3.11,5.41,4.86,5.16,6.151666667,5.21,-0.941666667,0.282034815,0.549697278,1,1
SmaI_mm9_162201,chr19,25747965,1064,0,NM_145831,Dmrt2,25746901,25753481,+,-5516,NM_145831,Dmrt2,25746901,25753481,+,Y,N,N,N,93,CpG_Start,CpG: 57,chr19,25747872,25748447,64.2,0.96,0,0.35,1.11,0,0,0,0,1.08,0.34,0.42,0.93,0.36,0.243333333,0.521666667,0.278333333,0.28476636,0.545511316,0,1
SmaI_mm9_162202,chr19,25748185,1284,0,NM_145831,Dmrt2,25746901,25753481,+,-5296,NM_145831,Dmrt2,25746901,25753481,+,Y,N,N,N,-262,CpG_End,CpG: 57,chr19,25747872,25748447,64.2,0.96,0,0.33,0.52,0.78,2.36,0.32,0,0.51,1.25,0.38,0.45,1.03,0.718333333,0.603333333,-0.115,0.775241634,0.110562912,0,1
SmaI_mm9_162241,chr19,26679967,317,1,NM_011416,Smarca2,26679650,26852811,+,-172844,NM_026003,Smarca2,26822893,26852811,+,Y,N,N,N,998,CpG_Start,CpG: 259,chr19,26678969,26682373,62.9,0.77,0,0,0.5,0,0,0,0,0.39,0,0,0,0,0.083333333,0.065,-0.018333333,0.86574276,0.062611132,0,1
SmaI_mm9_162242,chr19,26680347,697,0,NM_011416,Smarca2,26679650,26852811,+,-172464,NM_026003,Smarca2,26822893,26852811,+,Y,N,N,N,1378,CpG_Start,CpG: 259,chr19,26678969,26682373,62.9,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_162249,chr19,26680991,1341,0,NM_011416,Smarca2,26679650,26852811,+,-171820,NM_026003,Smarca2,26822893,26852811,+,Y,N,N,N,-1382,CpG_End,CpG: 259,chr19,26678969,26682373,62.9,0.77,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0.193333333,0.193333333,0.340893132,0.467381748,0,1
SmaI_mm9_162250,chr19,26681423,1773,0,NM_011416,Smarca2,26679650,26852811,+,-171388,NM_026003,Smarca2,26822893,26852811,+,Y,N,N,N,-950,CpG_End,CpG: 259,chr19,26678969,26682373,62.9,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_162251,chr19,26681749,2099,0,NM_011416,Smarca2,26679650,26852811,+,-171062,NM_026003,Smarca2,26822893,26852811,+,Y,N,N,N,-624,CpG_End,CpG: 259,chr19,26678969,26682373,62.9,0.77,0.15,0,0,0,0,0.13,0,0,0.13,0,0,0,0.046666667,0.021666667,-0.025,0.511262359,0.29135618,0,1
SmaI_mm9_162252,chr19,26681990,2340,0,NM_011416,Smarca2,26679650,26852811,+,-170821,NM_026003,Smarca2,26822893,26852811,+,Y,N,N,N,-383,CpG_End,CpG: 259,chr19,26678969,26682373,62.9,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_162272,chr19,26919335,-41080,0,NM_001033407,Gm815,26960415,26963137,+,-43802,NM_001033407,Gm815,26960415,26963137,+,N,N,N,N,236962,CpG_End,CpG: 259,chr19,26678969,26682373,62.9,0.77,32.35,30.22,33.38,39.43,35.78,30.88,36.4,31.06,61.25,37.8,37.54,34.14,33.67333333,39.69833333,6.025,0.22405486,0.649645631,0,0
SmaI_mm9_162273,chr19,26919684,-40731,0,NM_001033407,Gm815,26960415,26963137,+,-43453,NM_001033407,Gm815,26960415,26963137,+,N,N,N,N,237311,CpG_End,CpG: 259,chr19,26678969,26682373,62.9,0.77,2,2.5,2.77,2.93,2.76,3.1,2.46,1.17,5.14,2.2,3.31,1.56,2.676666667,2.64,-0.036666667,0.952909002,0.02094857,0,0
SmaI_mm9_162290,chr19,27291699,189,1,NM_001161420,Vldlr,27291510,27328721,+,-37022,NM_001161420,Vldlr,27291510,27328721,+,Y,N,N,N,253,CpG_Start,CpG: 128,chr19,27291446,27292817,64.6,0.89,0,0,0,1.3,0,0,0.58,0,0.61,0.58,0,0,0.216666667,0.295,0.078333333,0.763848114,0.116992989,0,1
SmaI_mm9_162294,chr19,27292385,875,0,NM_001161420,Vldlr,27291510,27328721,+,-36336,NM_001161420,Vldlr,27291510,27328721,+,Y,N,N,N,-432,CpG_End,CpG: 128,chr19,27291446,27292817,64.6,0.89,0,0.29,0,0,0.38,0,0.41,0,0.31,0.32,0.42,0,0.111666667,0.243333333,0.131666667,0.245337227,0.610236548,0,1
SmaI_mm9_162295,chr19,27292782,1272,0,NM_001161420,Vldlr,27291510,27328721,+,-35939,NM_001161420,Vldlr,27291510,27328721,+,Y,N,N,N,-35,CpG_End,CpG: 128,chr19,27291446,27292817,64.6,0.89,0,0,0,0,0,0,0,0,0.62,0,0.4,0,0,0.17,0.17,0.157331853,0.803183342,0,1
SmaI_mm9_162297,chr19,27306292,14782,0,NM_001161420,Vldlr,27291510,27328721,+,-22429,NM_001161420,Vldlr,27291510,27328721,+,N,N,N,N,12677,CpG_End,CpG: 17,chr19,27293381,27293615,60,0.83,79.78,82.31,83.15,79.06,87.32,82.61,75.87,79.66,85.09,82.22,83.02,76.03,82.37166667,80.315,-2.056666667,0.318495795,0.496896297,0,1
SmaI_mm9_162298,chr19,27306640,15130,0,NM_001161420,Vldlr,27291510,27328721,+,-22081,NM_001161420,Vldlr,27291510,27328721,+,N,N,N,N,13025,CpG_End,CpG: 17,chr19,27293381,27293615,60,0.83,96.04,95.03,96.62,97.53,97.8,95.97,94.75,95.21,90.84,97.15,96.35,93.68,96.49833333,94.66333333,-1.835,0.098014508,1.008709636,0,1
SmaI_mm9_162336,chr19,28085862,-206,1,NM_011265,Rfx3,28085656,27836211,-,-249651,NM_001166414,Rfx3,28057438,27836211,-,Y,N,N,N,124,CpG_Start,CpG: 89,chr19,28085738,28086529,67.7,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SmaI_mm9_162337,chr19,28086113,-457,1,NM_011265,Rfx3,28085656,27836211,-,-249902,NM_001166414,Rfx3,28057438,27836211,-,Y,N,N,N,375,CpG_Start,CpG: 89,chr19,28085738,28086529,67.7,0.98,0,0.35,0.47,0,0,0,0.3,0.57,0,0.37,0.55,0,0.136666667,0.298333333,0.161666667,0.260692025,0.583872254,0,0
SmaI_mm9_162358,chr19,28357857,-272201,0,NM_011265,Rfx3,28085656,27836211,-,-20919,NM_175459,Glis3,28754567,28336938,-,N,N,N,N,271328,CpG_End,CpG: 89,chr19,28085738,28086529,67.7,0.98,98.26,96.53,97.85,96.46,97.74,95.74,93.58,98.31,95.64,94.39,92.73,95.01,97.09666667,94.94333333,-2.153333333,0.03617775,1.441558447,0,0
SmaI_mm9_162359,chr19,28358279,-272623,0,NM_011265,Rfx3,28085656,27836211,-,-21341,NM_175459,Glis3,28754567,28336938,-,N,N,N,N,271750,CpG_End,CpG: 89,chr19,28085738,28086529,67.7,0.98,93.11,94.53,92.06,95.24,93.73,91.58,91.05,89.62,92.9,95.5,91.47,88.47,93.375,91.50166667,-1.873333333,0.139439467,0.855614286,0,0
SmaI_mm9_162420,chr19,29175678,-187,1,NM_021525,Rcl1,29175865,29218333,+,-34187,NR_029778,Mir101b,29209769,29209865,+,Y,N,N,N,233,CpG_Start,CpG: 86,chr19,29175445,29176343,68,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SmaI_mm9_162421,chr19,29175958,93,1,NM_021525,Rcl1,29175865,29218333,+,-33907,NR_029778,Mir101b,29209769,29209865,+,Y,N,N,N,-385,CpG_End,CpG: 86,chr19,29175445,29176343,68,0.83,0,0,0,0.48,0,0,0,0,0,0,0,0,0.08,0,-0.08,0.340893132,0.467381748,0,1
SmaI_mm9_162445,chr19,29561541,34936,0,NR_015567,A930007I19Rik,29596477,29578153,-,14125,NM_021396,Pdcd1lg2,29485409,29547416,+,N,N,N,N,-34918,CpG_Start,CpG: 153,chr19,29596459,29597704,69.9,1.03,93.74,89.78,96.21,89.86,95.03,92.62,84.84,95.9,65.99,91.87,88.4,93.33,92.87333333,86.72166667,-6.151666667,0.207749854,0.682459273,0,0
SmaI_mm9_162446,chr19,29561910,34567,0,NR_015567,A930007I19Rik,29596477,29578153,-,14494,NM_021396,Pdcd1lg2,29485409,29547416,+,N,N,N,N,-34549,CpG_Start,CpG: 153,chr19,29596459,29597704,69.9,1.03,97.49,96.53,99.14,98.22,99.62,96.76,94.32,93.37,92.44,96.3,95.67,93.72,97.96,94.30333333,-3.656666667,0.00089213,3.049571856,0,0
SmaI_mm9_162450,chr19,29596467,10,1,NR_015567,A930007I19Rik,29596477,29578153,-,-18314,NR_015567,A930007I19Rik,29596477,29578153,-,Y,N,N,N,8,CpG_Start,CpG: 153,chr19,29596459,29597704,69.9,1.03,0.31,0,0,0,0,0,0,0,0,0,0.54,0,0.051666667,0.09,0.038333333,0.719542057,0.142943817,0,1
SmaI_mm9_162451,chr19,29596872,100,1,NM_001081319,C030046E11Rik,29596772,29680411,+,-18719,NR_015567,A930007I19Rik,29596477,29578153,-,Y,N,N,N,413,CpG_Start,CpG: 153,chr19,29596459,29597704,69.9,1.03,0,0.31,0,0,0,0,0,0,0,0,0,0,0.051666667,0,-0.051666667,0.340893132,0.467381748,0,1
SmaI_mm9_162452,chr19,29596948,176,1,NM_001081319,C030046E11Rik,29596772,29680411,+,-18795,NR_015567,A930007I19Rik,29596477,29578153,-,Y,N,N,N,489,CpG_Start,CpG: 153,chr19,29596459,29597704,69.9,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_162453,chr19,29597312,540,0,NM_001081319,C030046E11Rik,29596772,29680411,+,-19159,NR_015567,A930007I19Rik,29596477,29578153,-,Y,N,N,N,-392,CpG_End,CpG: 153,chr19,29596459,29597704,69.9,1.03,0,0,0,0,0,0,0.23,0,0,0,0.26,0.17,0,0.11,0.11,0.054792263,1.261280762,0,1
SmaI_mm9_162468,chr19,29880253,7211,0,NM_177721,Ranbp6,29887464,29882598,-,2345,NM_177721,Ranbp6,29887464,29882598,-,Y,N,N,N,676,CpG_Start,CpG: 138,chr19,29879577,29881188,63,0.87,0,0,0,0,0,0.25,0,0,0,0,0,0,0.041666667,0,-0.041666667,0.340893132,0.467381748,0,0
SmaI_mm9_162469,chr19,29880697,6767,0,NM_177721,Ranbp6,29887464,29882598,-,1901,NM_177721,Ranbp6,29887464,29882598,-,Y,GC_rich,Low_complexity,Low_complexity,-491,CpG_End,CpG: 138,chr19,29879577,29881188,63,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SmaI_mm9_16248,chr2,78438008,-271196,0,NM_009454,Ube2e3,78709204,78760740,+,295621,NM_177843,Gm14461,78077704,78142387,+,N,N,N,N,84469,CpG_End,CpG: 38,chr2,78353012,78353539,60,0.8,94.18,91.01,93.09,96.83,98.58,97.31,96.87,96.28,98.46,95.22,95.77,95.17,95.16666667,96.295,1.128333333,0.399372358,0.398621998,0,0
SmaI_mm9_162480,chr19,30104632,-371,1,NM_144873,Uhrf2,30105003,30168214,+,24122,NM_025741,Trpd52l3,30078280,30080510,+,Y,N,N,N,227,CpG_Start,CpG: 143,chr19,30104405,30105833,64.2,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SmaI_mm9_162481,chr19,30105176,173,1,NM_144873,Uhrf2,30105003,30168214,+,24666,NM_025741,Trpd52l3,30078280,30080510,+,Y,GC_rich,Low_complexity,Low_complexity,-657,CpG_End,CpG: 143,chr19,30104405,30105833,64.2,0.97,0,0,0,0,0,0,0,0,0,0.12,0.15,0,0,0.045,0.045,0.148254374,0.828992485,0,1
SmaI_mm9_162482,chr19,30105445,442,1,NM_144873,Uhrf2,30105003,30168214,+,24935,NM_025741,Trpd52l3,30078280,30080510,+,Y,GC_rich,Low_complexity,Low_complexity,-388,CpG_End,CpG: 143,chr19,30104405,30105833,64.2,0.97,0,0,0,0,0,0,0.13,0,0.12,0,0,0.12,0,0.061666667,0.061666667,0.049605673,1.304468654,0,1
