ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,SPFC1M1,SPFC1M2,SPFC2M1,SPFC2M2,SPFC3M1,SPFC3M2,AvgWT,SpfKoC4M1,SpfKoC4M2,SpfKoC4M5,SpfKoC5M1,SpfKoC5M3,SpfKoC5M4,AvgKO,KO.WT,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_152704,chr17,56813118,438,1,NM_027933,Ranbp3,56812680,56851192,+,9241,NM_175350,Tmem146,56767566,56803877,+,Y,N,N,N,-253,CpG_End,CpG: 76,chr17,56812572,56813371,64.9,0.91,0,0,0,0,0.3,0,0.05,0,0,0,0,0,0.32,0.053333333,0.003333333,0.964529889,0.01568431,0,1
SmaI_mm9_152716,chr17,56892504,4449,0,NM_008738,Nrtn,56896953,56890748,-,-1756,NM_008738,Nrtn,56896953,56890748,-,N,N,N,N,1186,CpG_End,CpG: 69,chr17,56890784,56891318,66.9,1.15,73.58,80.94,67.25,72.56,78.99,77.58,75.15,57.01,74.23,74.3,72.37,55.93,61.96,65.96666667,-9.18333333,0.048500663,1.314252321,1,1
SmaI_mm9_152717,chr17,56892727,4226,0,NM_008738,Nrtn,56896953,56890748,-,-1979,NM_008738,Nrtn,56896953,56890748,-,N,N,N,N,1409,CpG_End,CpG: 69,chr17,56890784,56891318,66.9,1.15,74.46,73.86,74.46,81.48,81.66,72.02,76.32333333,73.25,80.65,67.45,73.69,72.77,69.69,72.91666667,-3.40666666,0.202810634,0.692909277,1,1
SmaI_mm9_152722,chr17,56896851,102,1,NM_008738,Nrtn,56896953,56890748,-,-6103,NM_008738,Nrtn,56896953,56890748,-,Y,N,N,N,-237,CpG_End,CpG: 86,chr17,56896310,56897088,72.9,0.83,0,0,0,0,0,0,0,0.15,0.33,0,0.2,0.27,0.35,0.216666667,0.216666667,0.002260042,2.645883512,0,1
SmaI_mm9_152723,chr17,56897041,-88,1,NM_008738,Nrtn,56896953,56890748,-,-6293,NM_008738,Nrtn,56896953,56890748,-,Y,N,N,N,-47,CpG_End,CpG: 86,chr17,56896310,56897088,72.9,0.83,0,0,0,0,0,0,0,0.37,0.28,0.18,0,0,0,0.138333333,0.138333333,0.064358468,1.191394302,0,0
SmaI_mm9_152729,chr17,56910616,6442,0,NM_144858,Dus3l,56904174,56909515,+,1101,NM_144858,Dus3l,56904174,56909515,+,N,N,N,N,6135,CpG_End,CpG: 41,chr17,56904063,56904481,62.3,1.03,97.22,94.51,93.86,94.26,95.15,96.76,95.29333333,92.94,92.07,90.25,92.95,90.63,91.02,91.64333333,-3.65,0.000609682,3.214896645,0,0
SmaI_mm9_15273,chr2,61653619,11109,0,NM_009322,Tbr1,61642510,61652170,+,1449,NM_009322,Tbr1,61642510,61652170,+,Y,N,N,N,183,CpG_Start,CpG: 95,chr2,61653436,61654263,69.2,0.96,1.02,0.56,0.55,0.31,1.08,0.78,0.716666667,3.76,3.47,1.61,2.32,0.87,1.53,2.26,1.543333333,0.009762214,2.010451692,0,0
SmaI_mm9_152730,chr17,56910854,6680,0,NM_144858,Dus3l,56904174,56909515,+,1339,NM_144858,Dus3l,56904174,56909515,+,N,N,N,N,6373,CpG_End,CpG: 41,chr17,56904063,56904481,62.3,1.03,98.91,96.63,96.33,96.18,98.56,96.38,97.165,96.66,96.57,97.94,97.81,96.71,95.68,96.895,-0.27,0.667438066,0.175589028,0,0
SmaI_mm9_152734,chr17,56941502,28929,0,NM_009056,Rfx2,56970431,56915321,-,-26181,NM_027787,Rfx2,56970431,56915321,-,N,L1M4b,LINE,L1,-27722,CpG_Start,CpG: 29,chr17,56969224,56969641,59.8,0.78,88,87.43,87.96,85.68,88.31,85.19,87.095,82.33,87.84,85.99,86.7,83.08,84.98,85.15333333,-1.94166667,0.086912944,1.060915538,0,1
SmaI_mm9_152735,chr17,56941713,28718,0,NM_009056,Rfx2,56970431,56915321,-,-26392,NM_027787,Rfx2,56970431,56915321,-,N,N,N,N,-27511,CpG_Start,CpG: 29,chr17,56969224,56969641,59.8,0.78,79.99,87.5,82.13,83.03,85.84,80.53,83.17,78.77,83.51,85.11,85.25,74.18,78.28,80.85,-2.32,0.314641926,0.502183408,0,1
SmaI_mm9_15274,chr2,61653963,11453,0,NM_009322,Tbr1,61642510,61652170,+,1793,NM_009322,Tbr1,61642510,61652170,+,Y,N,N,N,-300,CpG_End,CpG: 95,chr2,61653436,61654263,69.2,0.96,16.37,13.17,19.93,20.33,17.59,15.88,17.21166667,33.13,30.69,32.26,29.08,29.79,36.36,31.885,14.67333333,2.52E-06,5.598071745,0,0
SmaI_mm9_152741,chr17,56970740,-309,1,NM_009056,Rfx2,56970431,56915321,-,11787,NM_001039114,Acsbg2,57013870,56982527,-,Y,N,N,N,-97,CpG_End,CpG: 59,chr17,56970314,56970837,66.6,1.02,0,0,0,0,0.09,0,0.015,0.49,0.64,0.52,0.48,0.26,0.69,0.513333333,0.498333333,1.34E-05,4.8731829,0,0
SmaI_mm9_152742,chr17,56971030,-599,1,NM_009056,Rfx2,56970431,56915321,-,11497,NM_001039114,Acsbg2,57013870,56982527,-,N,B3A,SINE,B2,193,CpG_End,CpG: 59,chr17,56970314,56970837,66.6,1.02,0,0.06,0,0,0,0,0.01,0.81,0.85,0.98,0.58,1.02,0.58,0.803333333,0.793333333,1.38E-06,5.85959393,1,0
SmaI_mm9_152758,chr17,57074861,-50,1,NM_022328,Mllt1,57074811,57032034,-,18052,NM_175731,Acer1,57121549,57092913,-,Y,N,N,N,386,CpG_Start,CpG: 88,chr17,57074475,57075289,64,1.07,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0.091666667,0.091666667,0.340893132,0.467381748,0,0
SmaI_mm9_152759,chr17,57075165,-354,1,NM_022328,Mllt1,57074811,57032034,-,17748,NM_175731,Acer1,57121549,57092913,-,Y,N,N,N,-124,CpG_End,CpG: 88,chr17,57074475,57075289,64,1.07,0.6,0.22,0,0,0,0,0.136666667,0.3,0.55,0.26,0,0,0,0.185,0.048333333,0.728790397,0.137397359,0,0
SmaI_mm9_152767,chr17,57129782,95,1,NM_017393,Clpp,57129687,57135792,+,-6010,NM_017393,Clpp,57129687,57135792,+,Y,N,N,N,275,CpG_Start,CpG: 56,chr17,57129507,57130123,60.8,0.98,0,0,0.11,0,0,0,0.018333333,0.2,0.29,0.78,0,0,0.18,0.241666667,0.223333334,0.089917404,1.046156242,0,1
SmaI_mm9_152768,chr17,57130123,436,1,NM_017393,Clpp,57129687,57135792,+,-5669,NM_017393,Clpp,57129687,57135792,+,Y,N,N,N,0,CpG_End,CpG: 56,chr17,57129507,57130123,60.8,0.98,0.13,0.12,0,0.12,0,0.1,0.078333333,0.82,0.77,0.8,0.21,0.36,0.56,0.586666667,0.508333334,0.000803532,3.094996625,0,1
SmaI_mm9_152778,chr17,57201752,52,1,NM_177638,Crb3,57201700,57205337,+,-3585,NM_177638,Crb3,57201700,57205337,+,Y,N,N,N,284,CpG_Start,CpG: 59,chr17,57201468,57202278,66.3,0.66,0,0,0,0,0,0.29,0.048333333,1.36,0.89,1.31,2.16,2.69,2.45,1.81,1.761666667,0.000151247,3.820313095,0,1
SmaI_mm9_152779,chr17,57202234,534,0,NM_177638,Crb3,57201700,57205337,+,-3103,NM_177638,Crb3,57201700,57205337,+,Y,N,N,N,-44,CpG_End,CpG: 59,chr17,57201468,57202278,66.3,0.66,1.33,0.37,1.52,0.75,1.29,1.12,1.063333333,3.85,2.58,4.92,2.98,1.65,7.77,3.958333333,2.895,0.009502227,2.022174611,0,1
SmaI_mm9_152785,chr17,57220373,-2440,0,NM_153551,Dennd1c,57217933,57205478,-,-884,NM_009451,Tubb4,57227205,57219489,-,N,N,N,N,-6499,CpG_Start,CpG: 25,chr17,57226872,57227110,66.5,0.95,95.84,95.36,97.58,96.2,97.31,97.23,96.58666667,95.56,95.82,99.03,99.52,98.16,99.46,97.925,1.33833333,0.135115381,0.86929521,0,0
SmaI_mm9_152786,chr17,57220720,-2787,0,NM_153551,Dennd1c,57217933,57205478,-,-1231,NM_009451,Tubb4,57227205,57219489,-,N,N,N,N,-6152,CpG_Start,CpG: 25,chr17,57226872,57227110,66.5,0.95,97.87,97.33,94.67,96.13,98.67,94.4,96.51166667,93.62,97.73,98.16,97.16,96.17,96.2,96.50666667,-0.005,0.995998491,0.00174132,0,0
SmaI_mm9_152804,chr17,57389495,621,0,NM_134125,Trip10,57388874,57402846,+,-13351,NM_134125,Trip10,57388874,57402846,+,N,N,N,N,-504,CpG_Start,CpG: 21,chr17,57389999,57390248,62.8,0.85,0,0,0.45,0,0,0,0.075,0,0,0,0,0.17,0,0.028333333,-0.046666667,0.573406319,0.241537526,1,1
SmaI_mm9_152805,chr17,57389692,818,0,NM_134125,Trip10,57388874,57402846,+,-13154,NM_134125,Trip10,57388874,57402846,+,N,N,N,N,-307,CpG_Start,CpG: 21,chr17,57389999,57390248,62.8,0.85,0,0,0,0,0.69,0,0.115,0,1.05,0.87,0.59,0.67,0.19,0.561666667,0.446666667,0.049282704,1.307305469,1,1
SmaI_mm9_152823,chr17,57587533,89424,0,NM_010130,Emr1,57498109,57622952,+,-35419,NM_010130,Emr1,57498109,57622952,+,N,N,N,N,172447,CpG_End,CpG: 36,chr17,57414581,57415086,64,0.71,91.24,92.87,90.18,89.59,92.73,91.16,91.295,88.73,90.31,90.22,90.88,85.33,86.98,88.74166667,-2.55333333,0.034451995,1.462785629,0,1
SmaI_mm9_152824,chr17,57587766,89657,0,NM_010130,Emr1,57498109,57622952,+,-35186,NM_010130,Emr1,57498109,57622952,+,N,MTD,LTR,MaLR,172680,CpG_End,CpG: 36,chr17,57414581,57415086,64,0.71,72.82,68.88,71.73,68.93,70.46,66.97,69.965,61.2,67.72,64.03,63.66,59.29,62.73,63.105,-6.86,0.000823144,3.084524042,0,1
SmaI_mm9_152984,chr17,62604397,626269,0,NM_207654,Efna5,63230666,62952306,-,347909,NM_207654,Efna5,63230666,62952306,-,N,MTD-int,LTR,MaLR,-624945,CpG_Start,CpG: 240,chr17,63229342,63232359,59.4,0.9,91.67,94.91,87.83,90.54,94.5,90.49,91.65666667,86.69,90.43,87.8,86.49,83.15,81.69,86.04166667,-5.615,0.007843412,2.105494946,0,0
SmaI_mm9_153020,chr17,63230058,608,0,NM_207654,Efna5,63230666,62952306,-,165245,NM_015794,Fbxl17,63849929,63395303,-,Y,N,N,N,716,CpG_Start,CpG: 240,chr17,63229342,63232359,59.4,0.9,0.94,0.3,0.45,0.17,1.21,0.74,0.635,1.04,2.22,2.91,4.31,3.08,1.6,2.526666667,1.891666667,0.003722624,2.429150847,0,1
SmaI_mm9_153021,chr17,63230412,254,1,NM_207654,Efna5,63230666,62952306,-,164891,NM_015794,Fbxl17,63849929,63395303,-,Y,N,N,N,1070,CpG_Start,CpG: 240,chr17,63229342,63232359,59.4,0.9,1.48,1.33,1.55,2.98,1.13,0.96,1.571666667,3.57,3.51,6.17,4.79,5.07,3.84,4.491666667,2.92,0.000221382,3.654857065,0,1
SmaI_mm9_153022,chr17,63230832,-166,1,NM_207654,Efna5,63230666,62952306,-,164471,NM_015794,Fbxl17,63849929,63395303,-,Y,G-rich,Low_complexity,Low_complexity,1490,CpG_Start,CpG: 240,chr17,63229342,63232359,59.4,0.9,0.71,0,0,1.11,0.58,0,0.4,2.49,3.24,2.66,0,NA,1.04,1.886,1.486,0.030004275,1.522816863,0,0
SmaI_mm9_153023,chr17,63231432,-766,1,NM_207654,Efna5,63230666,62952306,-,163871,NM_015794,Fbxl17,63849929,63395303,-,Y,N,N,N,-927,CpG_End,CpG: 240,chr17,63229342,63232359,59.4,0.9,0,0,0.36,1.23,0,0,0.265,0.46,0.44,0.28,0.71,0.26,0.24,0.398333333,0.133333333,0.54835784,0.260935943,0,0
SmaI_mm9_153024,chr17,63231710,-1044,0,NM_207654,Efna5,63230666,62952306,-,163593,NM_015794,Fbxl17,63849929,63395303,-,Y,N,N,N,-649,CpG_End,CpG: 240,chr17,63229342,63232359,59.4,0.9,0.71,0.73,0.35,0,0.97,0.35,0.518333333,0.49,0.48,0.27,0.5,1.37,0.74,0.641666667,0.123333334,0.575005216,0.240328216,0,0
SmaI_mm9_153092,chr17,64213459,-31908,0,NM_001037997,Fert2,64245367,64488843,+,-275384,NM_008000,Fert2,64287321,64488843,+,Y,N,N,N,-484,CpG_End,CpG: 144,chr17,64212585,64213943,70.1,0.86,0,0,0,0,0,0,0,0.22,0.38,0,0.24,0.5,0.46,0.3,0.3,0.00267764,2.572247755,0,0
SmaI_mm9_153093,chr17,64213713,-31654,0,NM_001037997,Fert2,64245367,64488843,+,-275130,NM_008000,Fert2,64287321,64488843,+,Y,N,N,N,-230,CpG_End,CpG: 144,chr17,64212585,64213943,70.1,0.86,0,0,0,0,0,0.2,0.033333333,0.72,0.43,0,0,0.28,0.51,0.323333333,0.29,0.039045098,1.408433488,0,0
SmaI_mm9_153162,chr17,65490800,399322,0,NM_001008973,Tmem232,65890122,65605345,-,114545,NM_001008973,Tmem232,65890122,65605345,-,N,L1Md_T,LINE,L1,-471158,CpG_Start,CpG: 165,chr17,65961958,65963377,66.1,1.07,97.99,97.06,98.49,90.1,96.65,95.99,96.04666667,95.4,98.51,97.05,95,93.68,95.35,95.83166667,-0.215,0.88305562,0.054011941,0,0
SmaI_mm9_153222,chr17,66233898,-16727,0,NM_009067,Ralbp1,66217171,66197771,-,-36127,NM_009067,Ralbp1,66217171,66197771,-,Y,N,N,N,394,CpG_Start,CpG: 88,chr17,66233504,66234532,59.3,0.98,0,0,0,0,0,0,0,0,0.13,0.48,0.14,0.13,0,0.146666667,0.146666667,0.068394222,1.164980586,0,0
SmaI_mm9_153223,chr17,66234117,-16946,0,NM_009067,Ralbp1,66217171,66197771,-,-36346,NM_009067,Ralbp1,66217171,66197771,-,Y,N,N,N,-415,CpG_End,CpG: 88,chr17,66233504,66234532,59.3,0.98,0,0,0,0,0,0,0,0.15,0.15,0.18,0.17,0,0,0.108333333,0.108333333,0.010647043,1.97277099,0,0
SmaI_mm9_153228,chr17,66255670,-38499,0,NM_009067,Ralbp1,66217171,66197771,-,16736,NM_023053,Twsg1,66300527,66272406,-,N,N,N,N,21138,CpG_End,CpG: 88,chr17,66233504,66234532,59.3,0.98,15.45,8.38,16.18,11.47,9.77,7.65,11.48333333,21.35,18.51,12.39,15.28,21.53,26.26,19.22,7.73666667,0.011299944,1.946923726,0,0
SmaI_mm9_153229,chr17,66255912,-38741,0,NM_009067,Ralbp1,66217171,66197771,-,16494,NM_023053,Twsg1,66300527,66272406,-,N,N,N,N,21380,CpG_End,CpG: 88,chr17,66233504,66234532,59.3,0.98,2.71,2.51,1.7,3.21,1.47,1.84,2.24,3.81,3.86,5.18,3.28,3.82,5.71,4.276666667,2.036666667,0.001571497,2.803686463,0,0
SmaI_mm9_153244,chr17,66426156,230,1,NM_001025572,Ankrd12,66426386,66316841,-,1979,NM_028388,Ndufv2,66450831,66428135,-,Y,N,N,N,509,CpG_Start,CpG: 146,chr17,66425647,66426939,65.7,1.05,0,0,0.18,0,0,0,0.03,0.91,0.2,0.93,0.25,1.05,0.81,0.691666667,0.661666667,0.001564036,2.805753383,0,1
SmaI_mm9_153245,chr17,66426435,-49,1,NM_001025572,Ankrd12,66426386,66316841,-,1700,NM_028388,Ndufv2,66450831,66428135,-,Y,N,N,N,-504,CpG_End,CpG: 146,chr17,66425647,66426939,65.7,1.05,0,0,0,0,0,0,0,1.11,0.43,0.65,0.65,0.97,1.25,0.843333333,0.843333333,6.52E-05,4.185975192,0,0
SmaI_mm9_153286,chr17,66797829,1261,0,NM_001114098,1110012J17Rik,66799090,66686322,-,46023,NM_024448,Rab12,66869010,66843852,-,Y,N,N,N,52,CpG_Start,CpG: 178,chr17,66797777,66799236,70.5,0.98,0,0.7,1.1,0.36,0.23,0.14,0.421666667,0.84,1.61,0.71,1.09,1.49,2.03,1.295,0.873333333,0.008044358,2.094508602,0,1
SmaI_mm9_153287,chr17,66798151,939,0,NM_001114098,1110012J17Rik,66799090,66686322,-,45701,NM_024448,Rab12,66869010,66843852,-,Y,N,N,N,374,CpG_Start,CpG: 178,chr17,66797777,66799236,70.5,0.98,1.05,0,0.78,0.22,0.58,0.17,0.466666667,0.81,1,0.63,1.01,0.98,1.63,1.01,0.543333333,0.030064246,1.521949684,0,1
SmaI_mm9_153291,chr17,66798431,659,0,NM_001114098,1110012J17Rik,66799090,66686322,-,45421,NM_024448,Rab12,66869010,66843852,-,Y,GC_rich,Low_complexity,Low_complexity,654,CpG_Start,CpG: 178,chr17,66797777,66799236,70.5,0.98,0.28,0.51,0,0,0,0,0.131666667,0.76,0.67,0.21,0.21,0.5,0,0.391666667,0.26,0.114588661,0.940858356,0,1
SmaI_mm9_153292,chr17,66798691,399,1,NM_001114098,1110012J17Rik,66799090,66686322,-,45161,NM_024448,Rab12,66869010,66843852,-,Y,N,N,N,-545,CpG_End,CpG: 178,chr17,66797777,66799236,70.5,0.98,0,0,0,0.31,0.4,0,0.118333333,0.33,0.45,0,0.19,0.22,0.45,0.273333333,0.155,0.165629635,0.780861954,0,1
SmaI_mm9_153297,chr17,66868298,712,0,NM_024448,Rab12,66869010,66843852,-,-24446,NM_024448,Rab12,66869010,66843852,-,N,N,N,N,-76,CpG_Start,CpG: 87,chr17,66868374,66869252,65,0.94,0,0,0,0.65,0,0,0.108333333,0.19,0.16,0.41,0.19,0.15,0,0.183333333,0.075,0.54904423,0.260392669,1,1
SmaI_mm9_153298,chr17,66868577,433,1,NM_024448,Rab12,66869010,66843852,-,-24725,NM_024448,Rab12,66869010,66843852,-,Y,N,N,N,203,CpG_Start,CpG: 87,chr17,66868374,66869252,65,0.94,0,0.14,0,0.17,0.23,0.14,0.113333333,0.55,0.22,1.1,0.13,0.33,0.69,0.503333333,0.39,0.027519124,1.560365402,0,1
SmaI_mm9_153299,chr17,66868953,57,1,NM_024448,Rab12,66869010,66843852,-,-25101,NM_024448,Rab12,66869010,66843852,-,Y,GC_rich,Low_complexity,Low_complexity,-299,CpG_End,CpG: 87,chr17,66868374,66869252,65,0.94,0,0,0,0,0,0,0,1.15,0.38,0,0,0.48,0,0.335,0.335,0.099865667,1.000583792,0,1
SmaI_mm9_153368,chr17,67703271,528,0,NM_008984,Ptprm,67703799,67016189,-,277034,NM_001033340,Lrrc30,67982063,67980305,-,Y,N,N,N,538,CpG_Start,CpG: 160,chr17,67702733,67704375,67.1,0.87,0.82,1.15,1.09,1.02,0.19,0.45,0.786666667,2.69,3.18,4.04,3.22,2.2,3.15,3.08,2.293333333,1.57E-05,4.805459947,0,1
SmaI_mm9_153369,chr17,67703538,261,1,NM_008984,Ptprm,67703799,67016189,-,276767,NM_001033340,Lrrc30,67982063,67980305,-,Y,N,N,N,805,CpG_Start,CpG: 160,chr17,67702733,67704375,67.1,0.87,0.59,0.28,0.55,0.92,1.03,0.7,0.678333333,1.82,2.61,3.34,2.71,2.71,1.82,2.501666667,1.823333334,4.21E-05,4.376193769,0,1
SmaI_mm9_153370,chr17,67703948,-149,1,NM_008984,Ptprm,67703799,67016189,-,276357,NM_001033340,Lrrc30,67982063,67980305,-,Y,N,N,N,-427,CpG_End,CpG: 160,chr17,67702733,67704375,67.1,0.87,1.1,0.19,1.47,1.05,0.23,0.53,0.761666667,2.26,2.68,3.88,3.85,5.98,2.81,3.576666667,2.815,0.000752479,3.123505697,0,0
SmaI_mm9_153409,chr17,68137654,91049,0,NM_008480,Lama1,68046605,68171985,+,-34331,NM_008480,Lama1,68046605,68171985,+,N,MER68,LTR,ERVL,90487,CpG_End,CpG: 69,chr17,68046451,68047167,70.3,0.8,97.73,96.51,96.58,96.19,97.12,97.1,96.87166667,96.18,96.31,96.25,96.23,95.34,98.19,96.41666667,-0.455,0.33159462,0.479392525,0,1
SmaI_mm9_153410,chr17,68138070,91465,0,NM_008480,Lama1,68046605,68171985,+,-33915,NM_008480,Lama1,68046605,68171985,+,N,N,N,N,90903,CpG_End,CpG: 69,chr17,68046451,68047167,70.3,0.8,84.5,84.56,83.9,86.16,84.46,85.3,84.81333333,83.81,88.31,83.7,NA,85.55,88.72,86.018,1.20466667,0.27352172,0.563008181,0,1
SmaI_mm9_153440,chr17,68623186,49,1,NM_177278,L3mbtl4,68623137,69129426,+,-431136,NM_172964,Arhgap28,68353448,68192050,-,Y,N,N,N,86,CpG_Start,CpG: 26,chr17,68623100,68623317,73.9,0.91,2.54,0.62,6.46,2.12,3.5,0.72,2.66,9.01,7.91,7.12,10.13,10.24,9.02,8.905,6.245,0.000107281,3.96947572,0,1
SmaI_mm9_153441,chr17,68623517,380,1,NM_177278,L3mbtl4,68623137,69129426,+,-431467,NM_172964,Arhgap28,68353448,68192050,-,N,N,N,N,200,CpG_End,CpG: 26,chr17,68623100,68623317,73.9,0.91,3.17,2.4,9.38,3.75,6.03,2.07,4.466666667,9.31,6.29,6.02,4.59,7.23,7.55,6.831666667,2.365,0.101474008,0.993645184,1,1
SmaI_mm9_153478,chr17,69327093,-179057,0,NM_013813,Epb4.1l3,69506150,69639327,+,197667,NM_177278,L3mbtl4,68623137,69129426,+,N,L1_Mus1,LINE,L1,-97831,CpG_Start,CpG: 72,chr17,69424924,69425864,64.6,0.73,95.63,93.52,92.26,93.03,94.99,91.82,93.54166667,89.14,92.17,93.67,95.91,91.21,93.32,92.57,-0.97166667,0.408356883,0.388960119,0,0
SmaI_mm9_153479,chr17,69327386,-178764,0,NM_013813,Epb4.1l3,69506150,69639327,+,197960,NM_177278,L3mbtl4,68623137,69129426,+,N,N,N,N,-97538,CpG_Start,CpG: 72,chr17,69424924,69425864,64.6,0.73,75.86,57.73,75.44,79.68,76.29,61.73,71.12166667,76.68,81.84,80.72,78.67,77.8,78.49,79.03333333,7.91166666,0.062332708,1.205284005,0,0
SmaI_mm9_153491,chr17,69506698,548,0,NM_013813,Epb4.1l3,69506150,69639327,+,-132629,NM_013813,Epb4.1l3,69506150,69639327,+,Y,N,N,N,-188,CpG_End,CpG: 107,chr17,69506014,69506886,75,0.87,1.5,0,1.06,1.77,0,1.42,0.958333333,4.21,6.19,5.79,3.57,6.15,5.92,5.305,4.346666667,1.48E-05,4.829770852,0,1
SmaI_mm9_153492,chr17,69506913,763,0,NM_013813,Epb4.1l3,69506150,69639327,+,-132414,NM_013813,Epb4.1l3,69506150,69639327,+,N,N,N,N,27,CpG_End,CpG: 107,chr17,69506014,69506886,75,0.87,0.59,0,1.31,0,0,0.54,0.406666667,1.01,1.89,2.13,1.62,1.44,2.24,1.721666667,1.315,0.00094089,3.02646131,1,1
SmaI_mm9_153502,chr17,69613084,106934,0,NM_013813,Epb4.1l3,69506150,69639327,+,-26243,NM_013813,Epb4.1l3,69506150,69639327,+,N,N,N,N,106198,CpG_End,CpG: 107,chr17,69506014,69506886,75,0.87,46.25,53.23,62.86,53.36,57.89,48.86,53.74166667,70.83,66.79,65.26,65.19,62.71,71.3,67.01333333,13.27166666,0.000834277,3.078689695,0,1
SmaI_mm9_153503,chr17,69613330,107180,0,NM_013813,Epb4.1l3,69506150,69639327,+,-25997,NM_013813,Epb4.1l3,69506150,69639327,+,N,N,N,N,106444,CpG_End,CpG: 107,chr17,69506014,69506886,75,0.87,82.28,84.99,85,84.31,83.76,79.86,83.36666667,87.23,84.87,86.45,84.47,79.8,86.59,84.90166667,1.535,0.290330845,0.537106822,0,1
SmaI_mm9_153519,chr17,69788708,42,1,NM_001145192,A330050F15Rik,69788666,69838573,+,20178,NR_026848,C030034I22Rik,69765787,69768530,+,Y,N,N,N,217,CpG_Start,CpG: 88,chr17,69788491,69789459,67.2,0.8,0.29,0,0.15,0.17,0,0,0.101666667,0.31,0.13,0.33,0.65,0,0,0.236666667,0.135,0.25904285,0.586628391,0,1
SmaI_mm9_153520,chr17,69789008,342,1,NM_001145192,A330050F15Rik,69788666,69838573,+,20478,NR_026848,C030034I22Rik,69765787,69768530,+,Y,N,N,N,-451,CpG_End,CpG: 88,chr17,69788491,69789459,67.2,0.8,1.77,1.64,2.76,1.39,1.87,1.81,1.873333333,2.74,3.34,5.15,3.76,3.3,2.73,3.503333333,1.63,0.002741344,2.562036478,0,1
SmaI_mm9_153530,chr17,69919645,130979,0,NM_001145192,A330050F15Rik,69788666,69838573,+,81072,NM_001145192,A330050F15Rik,69788666,69838573,+,N,N,N,N,130186,CpG_End,CpG: 88,chr17,69788491,69789459,67.2,0.8,99.27,98.73,99.7,99.73,100,98.4,99.305,98.33,100,99.66,99.82,98.89,99.83,99.42166667,0.11666667,0.760534874,0.118880867,0,0
SmaI_mm9_153578,chr17,71055323,140794,0,NM_001164077,Tgif1,71196117,71193547,-,-110746,NM_001128181,Dlgap1,70911087,71166069,+,N,N,N,N,43198,CpG_End,CpG: 21,chr17,71011914,71012125,65.1,0.94,81.14,83.09,85.75,88.01,86.01,80.57,84.095,93.85,92.89,91.52,91.9,88.53,90.51,91.53333333,7.43833333,0.000399456,3.398530615,0,0
SmaI_mm9_153579,chr17,71055570,140547,0,NM_001164077,Tgif1,71196117,71193547,-,-110499,NM_001128181,Dlgap1,70911087,71166069,+,N,ID_B1,SINE,B4,43445,CpG_End,CpG: 21,chr17,71011914,71012125,65.1,0.94,55.26,33.43,64.73,47.74,49.93,31.12,47.035,63.5,61.02,60.4,49.58,61.48,69.99,60.995,13.96,0.03967724,1.401458542,0,0
SmaI_mm9_153588,chr17,71104905,91212,0,NM_001164077,Tgif1,71196117,71193547,-,-61164,NM_001128181,Dlgap1,70911087,71166069,+,N,N,N,N,-62494,CpG_Start,CpG: 45,chr17,71167399,71167752,72.3,1.01,0,0,0,0.31,0.39,0,0.116666667,0.95,0.91,0.58,0.3,0.27,0.96,0.661666667,0.545,0.004925337,2.307564039,0,0
SmaI_mm9_153589,chr17,71105099,91018,0,NM_001164077,Tgif1,71196117,71193547,-,-60970,NM_001128181,Dlgap1,70911087,71166069,+,N,N,N,N,-62300,CpG_Start,CpG: 45,chr17,71167399,71167752,72.3,1.01,0,0,1.3,0,0,0,0.216666667,0.55,0.33,0.38,0.22,0.27,0.39,0.356666667,0.14,0.541854133,0.26611761,0,0
SmaI_mm9_153596,chr17,71198989,141,1,NM_001164076,Tgif1,71199130,71193547,-,-5442,NM_001164074,Tgif1,71202872,71193547,-,N,N,N,N,-2050,CpG_Start,CpG: 24,chr17,71201039,71201353,59.7,0.86,0,0,0,0,0,0,0,0.11,0.4,0.15,0.25,0,0.63,0.256666667,0.256666667,0.019999543,1.69897993,0,1
SmaI_mm9_153597,chr17,71199183,-53,1,NM_001164076,Tgif1,71199130,71193547,-,-5636,NM_001164074,Tgif1,71202872,71193547,-,N,N,N,N,-1856,CpG_Start,CpG: 24,chr17,71201039,71201353,59.7,0.86,0,0,0,0,0.54,0,0.09,0,0.26,0.15,0.12,0.09,0,0.103333333,0.013333333,0.895093596,0.04813155,1,0
SmaI_mm9_153599,chr17,71200817,257,1,NM_001164075,Tgif1,71201074,71193547,-,-7270,NM_001164074,Tgif1,71202872,71193547,-,N,N,N,N,-222,CpG_Start,CpG: 24,chr17,71201039,71201353,59.7,0.86,0,0,0,0,0,0,0,0.81,0.16,0.43,0.44,0,0,0.306666667,0.306666667,0.038274388,1.41709175,1,1
