ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,AvgWT,GfKoAomC2M1,GfKoAomC2M2,GfKoAomC3M1,GfKoAomC5F1,GfKoAomC5F2,GfKoAomC5F3,AvgKO,KO.WT,ttest2,pttest2,cgi.shore
SmaI_mm9_40518,chr4,125168051,-24,1,NM_001081097,Grik3,125168075,125391417,+,-14194,NM_008049,Ftl2,125181289,125182245,+,Y,N,N,N,856,CpG_Start,CpG: 182,chr4,125167195,125169156,64.5,0.9,2.9,2.05,1.83,2.89,1.69,2.58,2.323333333,2.91,2.71,2.06,2.4,2.61,1.91,2.433333333,0.11,0.69236388,0.159665597,0
SmaI_mm9_40519,chr4,125168361,286,1,NM_001081097,Grik3,125168075,125391417,+,-13884,NM_008049,Ftl2,125181289,125182245,+,Y,N,N,N,-795,CpG_End,CpG: 182,chr4,125167195,125169156,64.5,0.9,0.81,1.48,1.06,0.67,0.29,1.19,0.916666667,0.65,0.71,1,1.18,0.88,1.48,0.983333333,0.066666666,0.760599959,0.118843702,0
SmaI_mm9_4062,chr1,75475561,485,1,NM_001001565,Chpf,75476046,75471146,-,-4415,NM_001001566,Chpf,75476046,75471146,-,Y,N,N,N,316,CpG_Start,CpG: 117,chr1,75475245,75476361,73.8,0.77,0,0.18,0,0.22,0,0.21,0.101666667,0.05,0,0,0,0,0.06,0.018333333,-0.083333334,0.108234648,0.965633692,0
SmaI_mm9_40622,chr4,125816151,-9096,0,NM_172145,Fam176b,125825247,125827118,+,-2121,NM_001145827,Stk40,125781201,125818272,+,N,N,N,N,-9591,CpG_Start,CpG: 97,chr4,125825742,125826924,68.8,0.69,92.01,91.59,94.33,97.2,NA,93.97,93.82,91.69,93.63,92.33,90.61,86.52,86.97,90.29166667,-3.52833333,0.054455759,1.263956183,0
SmaI_mm9_40623,chr4,125816351,-8896,0,NM_172145,Fam176b,125825247,125827118,+,-1921,NM_001145827,Stk40,125781201,125818272,+,N,N,N,N,-9391,CpG_Start,CpG: 97,chr4,125825742,125826924,68.8,0.69,92.73,95.33,95.64,94.91,94.2,95.72,94.755,93.97,93.59,93.6,91.77,94.19,95.42,93.75666667,-0.99833333,0.167201805,0.776759038,0
SmaI_mm9_40624,chr4,125816735,-8512,0,NM_172145,Fam176b,125825247,125827118,+,-1537,NM_001145827,Stk40,125781201,125818272,+,N,N,N,N,-9007,CpG_Start,CpG: 97,chr4,125825742,125826924,68.8,0.69,95.51,97.9,95.14,98.37,95.49,95.82,96.37166667,94.09,97.85,96.87,95.27,90.59,92.58,94.54166667,-1.83,0.171224646,0.766433723,0
SmaI_mm9_4063,chr1,75475836,210,1,NM_001001565,Chpf,75476046,75471146,-,-4690,NM_001001566,Chpf,75476046,75471146,-,Y,N,N,N,-525,CpG_End,CpG: 117,chr1,75475245,75476361,73.8,0.77,0,0,0,0,0,0.21,0.035,0,0,0,0.06,0.05,0,0.018333333,-0.016666667,0.661086188,0.179741916,0
SmaI_mm9_40639,chr4,125911217,22346,0,NM_144941,Mtap7d1,125933563,125909414,-,-1803,NM_144941,Mtap7d1,125933563,125909414,-,Y,N,N,N,31,CpG_Start,CpG: 37,chr4,125911186,125911732,64.5,0.68,82.84,83.5,87.67,83.77,NA,85.75,84.706,82.63,84.44,80.49,82.12,84.52,85.03,83.205,-1.501,0.215488653,0.666575593,0
SmaI_mm9_40640,chr4,125911440,22123,0,NM_144941,Mtap7d1,125933563,125909414,-,-2026,NM_144941,Mtap7d1,125933563,125909414,-,Y,N,N,N,254,CpG_Start,CpG: 37,chr4,125911186,125911732,64.5,0.68,90.33,88.75,91.32,93.11,NA,89.12,90.526,90.07,90.26,89.08,88,90.62,88.08,89.35166667,-1.17433333,0.21412537,0.669331873,0
SmaI_mm9_40649,chr4,125933275,288,1,NM_144941,Mtap7d1,125933563,125909414,-,-19852,NM_013718,Trappc3,125939649,125953127,+,Y,N,N,N,271,CpG_Start,CpG: 94,chr4,125933004,125933861,70.6,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.025,0.025,0.340893132,0.467381748,0
SmaI_mm9_40650,chr4,125933584,-21,1,NM_144941,Mtap7d1,125933563,125909414,-,-19543,NM_013718,Trappc3,125939649,125953127,+,Y,N,N,N,-277,CpG_End,CpG: 94,chr4,125933004,125933861,70.6,0.88,0,0,0,0.17,0,0,0.028333333,0,0,0,0,0,0,0,-0.028333333,0.340893132,0.467381748,0
SmaI_mm9_40678,chr4,126145472,193,1,NM_153403,Eif2c1,126145665,126112259,-,21317,NM_153177,Eif2c4,126210702,126166789,-,N,N,N,N,-176,CpG_Start,CpG: 42,chr4,126145648,126146092,65.8,0.88,0.34,0,0,0,0,0,0.056666667,0.32,0,0,0.15,0.13,0,0.1,0.043333333,0.586258653,0.231910734,1
SmaI_mm9_40679,chr4,126145759,-94,1,NM_153403,Eif2c1,126145665,126112259,-,21030,NM_153177,Eif2c4,126210702,126166789,-,Y,N,N,N,111,CpG_Start,CpG: 42,chr4,126145648,126146092,65.8,0.88,0,0.26,0,0,0,0.24,0.083333333,0,0,0.16,0,0,0,0.026666667,-0.056666666,0.360434694,0.443173413,0
SmaI_mm9_40682,chr4,126210310,392,1,NM_153177,Eif2c4,126210702,126166789,-,-43521,NM_153177,Eif2c4,126210702,126166789,-,Y,N,N,N,226,CpG_Start,CpG: 81,chr4,126210084,126210840,65.5,1,0.16,0.19,0,0.41,0.19,0.38,0.221666667,0.09,0.22,0.36,0,0.11,0.16,0.156666667,-0.065,0.435439886,0.361071793,0
SmaI_mm9_40683,chr4,126210758,-56,1,NM_153177,Eif2c4,126210702,126166789,-,-43969,NM_153177,Eif2c4,126210702,126166789,-,Y,N,N,N,-82,CpG_End,CpG: 81,chr4,126210084,126210840,65.5,1,0.17,0,0,0,0,0,0.028333333,0,0,0,0,0,0,0,-0.028333333,0.340893132,0.467381748,0
SmaI_mm9_40740,chr4,126845951,-4173,0,NM_198618,Dlgap3,126850124,126914265,+,39063,NM_001099319,Gm12942,126803290,126806888,+,N,N,N,N,-78,CpG_Start,CpG: 94,chr4,126846029,126846906,68.9,0.91,0,0,0,0,NA,0,0,0.1,0.09,0.11,0.27,0.11,0,0.113333333,0.113333333,0.018316265,1.737163076,1
SmaI_mm9_40741,chr4,126846156,-3968,0,NM_198618,Dlgap3,126850124,126914265,+,39268,NM_001099319,Gm12942,126803290,126806888,+,Y,N,N,N,127,CpG_Start,CpG: 94,chr4,126846029,126846906,68.9,0.91,0.62,0,0,0,0,0,0.103333333,0.16,0.12,0,0.04,0.06,0.16,0.09,-0.013333333,0.903169805,0.04423059,0
SmaI_mm9_40789,chr4,127280051,-244643,0,NM_010291,Gjb5,127035408,127032053,-,-247998,NM_010291,Gjb5,127035408,127032053,-,N,N,N,N,276318,CpG_End,CpG: 22,chr4,127003436,127003733,58.7,0.86,95.39,91.99,97.05,95.35,95.77,90.89,94.40666667,96.79,91.61,93.15,96.83,90.94,98.77,94.68166667,0.275,0.869998231,0.06048163,0
SmaI_mm9_40790,chr4,127280403,-244995,0,NM_010291,Gjb5,127035408,127032053,-,-248350,NM_010291,Gjb5,127035408,127032053,-,N,N,N,N,276670,CpG_End,CpG: 22,chr4,127003436,127003733,58.7,0.86,91.36,85.73,90.78,90.92,92.72,89.09,90.1,90.82,92.67,94.8,93.38,87.88,98.16,92.95166667,2.85166667,0.132174974,0.878850766,0
SmaI_mm9_40795,chr4,127343367,304718,0,NM_001134733,CK137956,127648085,127604838,-,261471,NM_001134733,CK137956,127648085,127604838,-,N,N,N,N,-305417,CpG_Start,CpG: 25,chr4,127648784,127649029,68.3,0.89,42.25,30.4,40.36,29.36,29.46,36.03,34.64333333,34.34,34.3,31.48,30.98,33.86,33.08,33.00666667,-1.63666666,0.514394036,0.288704075,0
SmaI_mm9_40796,chr4,127343587,304498,0,NM_001134733,CK137956,127648085,127604838,-,261251,NM_001134733,CK137956,127648085,127604838,-,N,N,N,N,-305197,CpG_Start,CpG: 25,chr4,127648784,127649029,68.3,0.89,92.04,92.12,95.69,97.24,98.17,93.47,94.78833333,94.53,94.06,94.39,95.35,94.19,93.96,94.41333333,-0.375,0.738991057,0.131360817,0
SmaI_mm9_40821,chr4,127663806,-15721,0,NM_001134733,CK137956,127648085,127604838,-,-58968,NM_001134733,CK137956,127648085,127604838,-,N,N,N,N,-1193,CpG_Start,CpG: 55,chr4,127664999,127665567,56.6,1.21,6.06,6.31,9.28,13.19,9.09,9.04,8.828333333,5.45,4.8,8.62,5.18,8.39,6.17,6.435,-2.393333333,0.085569047,1.067683304,1
SmaI_mm9_40848,chr4,128036221,-98082,0,NM_027036,Hmgb4,127938139,127937456,-,-98765,NM_027036,Hmgb4,127938139,127937456,-,N,N,N,N,-226633,CpG_Start,CpG: 30,chr4,128262854,128263283,59.3,0.8,75.99,76.79,73.04,80.85,80.45,75.3,77.07,70.61,64.76,67.58,72.79,71.63,77.26,70.77166667,-6.29833333,0.015305555,1.815150931,0
SmaI_mm9_40849,chr4,128036597,-98458,0,NM_027036,Hmgb4,127938139,127937456,-,-99141,NM_027036,Hmgb4,127938139,127937456,-,N,RLTR11A,LTR,ERVK,-226257,CpG_Start,CpG: 30,chr4,128262854,128263283,59.3,0.8,88.74,90.36,90.48,88.66,93.31,88.95,90.08333333,83.94,73.96,82.78,86,85.33,80.8,82.135,-7.94833333,0.002172518,2.663036578,0
SmaI_mm9_40897,chr4,128406401,24161,0,NM_018774,Phc2,128382240,128430118,+,-23717,NM_018774,Phc2,128382240,128430118,+,N,N,N,N,887,CpG_End,CpG: 86,chr4,128404576,128405514,53.7,1.27,3.86,2.79,1.58,2.57,4.48,2.66,2.99,1.84,2.65,2.81,1.06,2.02,2.35,2.121666667,-0.868333333,0.109112591,0.962125132,1
SmaI_mm9_40898,chr4,128406802,24562,0,NM_018774,Phc2,128382240,128430118,+,-23316,NM_018774,Phc2,128382240,128430118,+,N,N,N,N,1288,CpG_End,CpG: 86,chr4,128404576,128405514,53.7,1.27,3.39,3.6,3.56,6,6.59,3.05,4.365,1.91,1.85,1.88,1.08,1.86,0.93,1.585,-2.78,0.001569954,2.804113057,1
SmaI_mm9_40923,chr4,128561059,-325,1,NM_178110,Trim62,128561384,128588570,+,-27511,NM_178110,Trim62,128561384,128588570,+,Y,N,N,N,248,CpG_Start,CpG: 105,chr4,128560811,128561839,68.2,0.89,0,0,0,0,0,0,0,0.13,0.04,0,0.07,0.06,0.25,0.091666667,0.091666667,0.029380072,1.53194714,0
SmaI_mm9_40924,chr4,128561238,-146,1,NM_178110,Trim62,128561384,128588570,+,-27332,NM_178110,Trim62,128561384,128588570,+,Y,N,N,N,427,CpG_Start,CpG: 105,chr4,128560811,128561839,68.2,0.89,0,0.59,0,0.81,0,0,0.233333333,0.04,0,0.06,0,0.06,0,0.026666667,-0.206666666,0.200471069,0.697948293,0
SmaI_mm9_40960,chr4,128798416,119,1,NM_010471,Hpca,128798535,128788819,-,9587,NM_025452,Tmem54,128782860,128788829,+,Y,N,N,N,227,CpG_Start,CpG: 64,chr4,128798189,128798889,72.3,0.7,0,0,0,0.35,0,0,0.058333333,0.11,0,0,0,0.03,0,0.023333333,-0.035,0.579110473,0.237238581,0
SmaI_mm9_40961,chr4,128798643,-108,1,NM_010471,Hpca,128798535,128788819,-,9814,NM_025452,Tmem54,128782860,128788829,+,Y,N,N,N,-246,CpG_End,CpG: 64,chr4,128798189,128798889,72.3,0.7,0,0.27,0.45,0,0,0,0.12,0.03,0.03,0.1,0,0.15,0,0.051666667,-0.068333333,0.430199532,0.366330067,0
SmaI_mm9_40986,chr4,129012158,456,1,NM_009030,Rbbp4,129012614,128984344,-,-12115,NM_025970,Zbtb8os,129013270,129024273,+,Y,N,N,N,308,CpG_Start,CpG: 138,chr4,129011850,129013239,63.7,0.98,0.09,0,0,0,0,0,0.015,0,0,0,0,0.07,0,0.011666667,-0.003333333,0.8642572,0.063356994,0
SmaI_mm9_40987,chr4,129012513,101,1,NM_009030,Rbbp4,129012614,128984344,-,-11760,NM_025970,Zbtb8os,129013270,129024273,+,Y,N,N,N,663,CpG_Start,CpG: 138,chr4,129011850,129013239,63.7,0.98,0,0,0,0,0.1,0,0.016666667,0,0,0,0,0,0,0,-0.016666667,0.340893132,0.467381748,0
SmaI_mm9_41012,chr4,129168667,233,1,NM_001085491,1700125D06Rik,129168434,129169200,+,-533,NM_001085491,1700125D06Rik,129168434,129169200,+,Y,N,N,N,243,CpG_Start,CpG: 62,chr4,129168424,129169126,70.7,0.72,8.89,9.72,10.79,11.48,11.32,13.77,10.995,7.72,6.37,9.16,8.35,7.45,7.2,7.708333333,-3.286666667,0.001965869,2.706445413,0
SmaI_mm9_41013,chr4,129168954,520,0,NM_001085491,1700125D06Rik,129168434,129169200,+,-246,NM_001085491,1700125D06Rik,129168434,129169200,+,Y,N,N,N,-172,CpG_End,CpG: 62,chr4,129168424,129169126,70.7,0.72,0.23,0.21,0.33,0,0,0.43,0.2,0.51,0.51,0.5,0.66,0.46,0.54,0.53,0.33,0.001493906,2.825676652,0
SmaI_mm9_41019,chr4,129190772,-53,1,NM_010807,Marcksl1,129190825,129193225,+,-2453,NM_010807,Marcksl1,129190825,129193225,+,Y,N,N,N,12,CpG_Start,CpG: 112,chr4,129190760,129191806,67.1,0.95,0,0.12,0,0,0,0.24,0.06,0.14,0,0.09,0,0,0.13,0.06,0,1,0,0
SmaI_mm9_41020,chr4,129191102,277,1,NM_010807,Marcksl1,129190825,129193225,+,-2123,NM_010807,Marcksl1,129190825,129193225,+,Y,N,N,N,342,CpG_Start,CpG: 112,chr4,129190760,129191806,67.1,0.95,0,0,0,0.12,0.14,0,0.043333333,0,0.3,0.27,0.09,0,0,0.11,0.066666667,0.318803223,0.496477297,0
SmaI_mm9_41041,chr4,129317607,277,1,NM_001005506,Txlna,129317884,129303327,-,3616,NM_008468,Kpna6,129350011,129321223,-,N,N,N,N,-170,CpG_Start,CpG: 65,chr4,129317777,129318439,65.2,0.94,0,0,0,0.46,0,0,0.076666667,0.05,0.06,0.05,0.13,0.05,0,0.056666667,-0.02,0.804161194,0.094656888,1
SmaI_mm9_41042,chr4,129317814,70,1,NM_001005506,Txlna,129317884,129303327,-,3409,NM_008468,Kpna6,129350011,129321223,-,Y,N,N,N,37,CpG_Start,CpG: 65,chr4,129317777,129318439,65.2,0.94,0,0,0,0,0,0,0,0.1,0.05,0,0.13,0.05,0.06,0.065,0.065,0.005412479,2.266603788,0
SmaI_mm9_41053,chr4,129418934,592,0,NM_011317,Khdrbs1,129419526,129392103,-,-26831,NM_011317,Khdrbs1,129419526,129392103,-,Y,N,N,N,410,CpG_Start,CpG: 168,chr4,129418524,129420073,67.2,0.97,0,0,0,0,0,0,0,0,0.12,0.09,0,0,0,0.035,0.035,0.150413446,0.822713338,0
SmaI_mm9_41165,chr4,130185027,-34247,0,NM_001159603,Pum1,130219274,130337477,+,15404,NM_025998,Nkain1,130125705,130169623,+,N,N,N,N,-33966,CpG_Start,CpG: 83,chr4,130218993,130219911,59,1.04,9.05,4.57,NA,10.94,NA,7.56,8.03,4,2.65,4.39,2.12,2.98,1.97,3.018333333,-5.011666667,0.002766179,2.558119755,0
SmaI_mm9_41166,chr4,130185239,-34035,0,NM_001159603,Pum1,130219274,130337477,+,15616,NM_025998,Nkain1,130125705,130169623,+,N,MLT1K,LTR,MaLR,-33754,CpG_Start,CpG: 83,chr4,130218993,130219911,59,1.04,1.56,2.27,NA,2.1,NA,2.84,2.1925,2.93,1.48,2.99,1.64,2.64,1.27,2.158333333,-0.034166667,0.941213736,0.026311743,0
SmaI_mm9_41227,chr4,130704486,204186,0,NM_010769,Matn1,130500300,130511391,+,193095,NM_010769,Matn1,130500300,130511391,+,N,B4A,SINE,B4,-25423,CpG_Start,CpG: 17,chr4,130729909,130730128,51.4,1.19,79.68,73.8,71.87,79.79,85,79.34,78.24666667,79.32,84.65,81.16,83.11,81.62,90.03,83.315,5.06833333,0.066681167,1.175996808,0
SmaI_mm9_41228,chr4,130704793,204493,0,NM_010769,Matn1,130500300,130511391,+,193402,NM_010769,Matn1,130500300,130511391,+,N,ERVL-B4-int,LTR,ERVL,-25116,CpG_Start,CpG: 17,chr4,130729909,130730128,51.4,1.19,91.45,93.36,93.69,95.99,92.8,94.26,93.59166667,93.56,93.87,95,92.67,95.62,93.43,94.025,0.43333333,0.581917784,0.23513837,0
SmaI_mm9_41240,chr4,130896382,396082,0,NM_010769,Matn1,130500300,130511391,+,384991,NM_010769,Matn1,130500300,130511391,+,N,N,N,N,166254,CpG_End,CpG: 17,chr4,130729909,130730128,51.4,1.19,90.55,88.9,89.24,84.85,NA,89.84,88.676,91.41,90.13,92.65,89.34,89.88,95.84,91.54166667,2.86566667,0.073624931,1.132975102,0
SmaI_mm9_41241,chr4,130896619,396319,0,NM_010769,Matn1,130500300,130511391,+,385228,NM_010769,Matn1,130500300,130511391,+,N,N,N,N,166491,CpG_End,CpG: 17,chr4,130729909,130730128,51.4,1.19,67.85,57.9,71.21,69.68,NA,69.26,67.18,68.51,71.31,66.5,66.89,63.55,74.76,68.58666667,1.40666667,0.626648243,0.202976174,0
SmaI_mm9_41275,chr4,131213700,180493,0,NM_001083119,Ptpru,131394193,131324372,-,110672,NM_011214,Ptpru,131394193,131324372,-,N,RCHARR1,DNA,MER1_type,-161685,CpG_Start,CpG: 18,chr4,131375385,131375593,65.6,0.81,34.34,30.04,33.35,32.84,29.67,29.42,31.61,25.3,25.82,27.3,27.77,24.61,27.33,26.355,-5.255,0.000435196,3.361315316,0
SmaI_mm9_41276,chr4,131213986,180207,0,NM_001083119,Ptpru,131394193,131324372,-,110386,NM_011214,Ptpru,131394193,131324372,-,N,N,N,N,-161399,CpG_Start,CpG: 18,chr4,131375385,131375593,65.6,0.81,5.15,4.32,4.68,3.98,5.52,2.14,4.298333333,3.92,3.98,4.57,4,4.22,4.57,4.21,-0.088333333,0.863870723,0.063551244,0
SmaI_mm9_41299,chr4,131374768,19425,0,NM_001083119,Ptpru,131394193,131324372,-,-48934,NM_025297,Mecr,131399386,131423702,+,N,N,N,N,-617,CpG_Start,CpG: 18,chr4,131375385,131375593,65.6,0.81,67.72,72.98,71.8,65.83,74.67,63.76,69.46,69.35,67.51,62.16,63.49,69.34,73.19,67.50666667,-1.95333333,0.44060045,0.355955063,1
SmaI_mm9_41300,chr4,131375164,19029,0,NM_001083119,Ptpru,131394193,131324372,-,-48538,NM_025297,Mecr,131399386,131423702,+,N,N,N,N,-221,CpG_Start,CpG: 18,chr4,131375385,131375593,65.6,0.81,53.28,56.66,57.07,60.2,59.12,58.32,57.44166667,62.92,59.4,61.11,54.03,61.22,76.75,62.57166667,5.13,0.145835666,0.836136251,1
SmaI_mm9_41301,chr4,131392166,2027,0,NM_001083119,Ptpru,131394193,131324372,-,-31536,NM_025297,Mecr,131399386,131423702,+,N,N,N,N,-129,CpG_Start,CpG: 196,chr4,131392295,131394418,61.7,0.98,29.32,35.55,32.73,40.67,37.23,32.79,34.715,22.58,21.28,19.62,21.74,15.06,9.86,18.35666667,-16.35833333,8.81E-05,4.054938552,1
SmaI_mm9_41302,chr4,131392424,1769,0,NM_001083119,Ptpru,131394193,131324372,-,-31278,NM_025297,Mecr,131399386,131423702,+,Y,N,N,N,129,CpG_Start,CpG: 196,chr4,131392295,131394418,61.7,0.98,0,0.26,0.39,1.15,0,0,0.3,0.18,0.5,0.77,0.26,0.34,0.79,0.473333333,0.173333333,0.431337304,0.365182981,0
SmaI_mm9_41312,chr4,131429719,165,1,NM_020587,Sfrs4,131429554,131457640,+,6017,NM_025297,Mecr,131399386,131423702,+,Y,N,N,N,412,CpG_Start,CpG: 121,chr4,131429307,131430298,71,0.97,0,0,0,0,0,0,0,0,0.09,0,0,0.07,0,0.026666667,0.026666667,0.149133846,0.826423781,0
SmaI_mm9_41313,chr4,131430004,450,1,NM_020587,Sfrs4,131429554,131457640,+,6302,NM_025297,Mecr,131399386,131423702,+,Y,N,N,N,-294,CpG_End,CpG: 121,chr4,131429307,131430298,71,0.97,0.43,0,0,0,0,0,0.071666667,0,0,0.08,0,0,0,0.013333333,-0.058333334,0.442177535,0.354403326,0
SmaI_mm9_41319,chr4,131476120,46566,0,NM_020587,Sfrs4,131429554,131457640,+,3221,NM_001128607,Epb4.1,131631228,131479341,-,Y,N,N,N,5,CpG_Start,CpG: 235,chr4,131476115,131478267,68.4,0.93,29.89,29.66,32.09,20.56,NA,35.15,29.47,24.36,21.68,18.68,26.59,25.92,21.55,23.13,-6.34,0.036769904,1.434507503,0
SmaI_mm9_41320,chr4,131476360,46806,0,NM_020587,Sfrs4,131429554,131457640,+,2981,NM_001128607,Epb4.1,131631228,131479341,-,Y,N,N,N,245,CpG_Start,CpG: 235,chr4,131476115,131478267,68.4,0.93,0.58,0.92,0,0.67,NA,1.54,0.742,0.38,0.29,0.72,1.68,0.88,0.26,0.701666667,-0.040333333,0.906014472,0.042864865,0
SmaI_mm9_41324,chr4,131476835,47281,0,NM_020587,Sfrs4,131429554,131457640,+,2506,NM_001128607,Epb4.1,131631228,131479341,-,Y,N,N,N,720,CpG_Start,CpG: 235,chr4,131476115,131478267,68.4,0.93,0,0,0,0,0,0,0,0,0.5,0,0.71,0,0,0.201666667,0.201666667,0.153000129,0.815308203,0
SmaI_mm9_41325,chr4,131477258,47704,0,NM_020587,Sfrs4,131429554,131457640,+,2083,NM_001128607,Epb4.1,131631228,131479341,-,Y,GC_rich,Low_complexity,Low_complexity,-1009,CpG_End,CpG: 235,chr4,131476115,131478267,68.4,0.93,0,0.11,0,0,0,0.21,0.053333333,0.07,0,0.06,0,0.05,0,0.03,-0.023333333,0.559131549,0.252486002,0
SmaI_mm9_41326,chr4,131477546,47992,0,NM_020587,Sfrs4,131429554,131457640,+,1795,NM_001128607,Epb4.1,131631228,131479341,-,Y,N,N,N,-721,CpG_End,CpG: 235,chr4,131476115,131478267,68.4,0.93,0,0,0,0,0,0.15,0.025,0.08,0,0,0.06,0,0.08,0.036666667,0.011666667,0.705939391,0.151232584,0
SmaI_mm9_41328,chr4,131478309,48755,0,NM_020587,Sfrs4,131429554,131457640,+,1032,NM_001128607,Epb4.1,131631228,131479341,-,N,N,N,N,42,CpG_End,CpG: 235,chr4,131476115,131478267,68.4,0.93,18.85,22.75,17.94,22.4,NA,15.12,19.412,17.33,17.11,22.86,21,19.03,32.45,21.63,2.218,0.463124443,0.334302297,1
SmaI_mm9_41329,chr4,131478533,48979,0,NM_020587,Sfrs4,131429554,131457640,+,808,NM_001128607,Epb4.1,131631228,131479341,-,N,N,N,N,266,CpG_End,CpG: 235,chr4,131476115,131478267,68.4,0.93,72.71,72.73,NA,71.64,NA,65.83,70.7275,61.93,64.93,65.94,64.15,63.61,65.68,64.37333333,-6.35416667,0.002974365,2.526605795,1
SmaI_mm9_41341,chr4,131630438,790,0,NM_001128607,Epb4.1,131631228,131479341,-,36203,NM_013622,Oprd1,131700401,131666641,-,N,N,N,N,-153,CpG_Start,CpG: 64,chr4,131630591,131631387,67.5,0.71,0,0.22,0,0.26,0,0,0.08,0.19,0,0.11,0.04,0.12,0.05,0.085,0.005,0.933013548,0.03011205,1
SmaI_mm9_41342,chr4,131630667,561,0,NM_001128607,Epb4.1,131631228,131479341,-,35974,NM_013622,Oprd1,131700401,131666641,-,Y,N,N,N,76,CpG_Start,CpG: 64,chr4,131630591,131631387,67.5,0.71,0,0,0,0,0,0,0,0.04,0.17,0.08,0,0,0.05,0.056666667,0.056666667,0.053569973,1.271078571,0
SmaI_mm9_41354,chr4,131699984,417,1,NM_013622,Oprd1,131700401,131666641,-,-33343,NM_013622,Oprd1,131700401,131666641,-,N,N,N,N,-67,CpG_Start,CpG: 81,chr4,131700051,131700643,75.5,0.96,11.52,13.35,11.2,15.14,15.81,13.33,13.39166667,11.29,7.73,7.74,7.11,6.57,8.96,8.233333333,-5.158333337,0.000517945,3.285716589,1
SmaI_mm9_41361,chr4,131767258,913,0,NM_145393,Ythdf2,131768171,131740831,-,9682,NM_001122992,Gmeb1,131817464,131776940,-,Y,N,N,N,128,CpG_Start,CpG: 137,chr4,131767130,131768289,65.7,1.1,0,0,0,0.24,0.23,0,0.078333333,0,0,0,0.17,0.13,0,0.05,-0.028333333,0.641482654,0.192815083,0
SmaI_mm9_41362,chr4,131767597,574,0,NM_145393,Ythdf2,131768171,131740831,-,9343,NM_001122992,Gmeb1,131817464,131776940,-,Y,N,N,N,467,CpG_Start,CpG: 137,chr4,131767130,131768289,65.7,1.1,0.21,0,0,0,0,0.19,0.066666667,0,0,0,0,0,0,0,-0.066666667,0.145603285,0.836828828,0
SmaI_mm9_41382,chr4,131908426,1175,0,NR_003270,Snhg3,131909601,131907848,-,-578,NR_003270,Snhg3,131909601,131907848,-,N,U17,snRNA,snRNA,-899,CpG_Start,CpG: 35,chr4,131909325,131909640,64.9,1.06,0.34,1.3,0,1.18,0.15,0.34,0.551666667,0.38,0.43,0,0.3,0.48,0.43,0.336666667,-0.215,0.382862396,0.416957287,1
SmaI_mm9_41396,chr4,132065894,477,1,NM_144907,Sesn2,132066371,132048722,-,-17172,NM_144907,Sesn2,132066371,132048722,-,Y,N,N,N,1,CpG_Start,CpG: 68,chr4,132065893,132066543,68.5,0.89,0,0,0.3,0,0,0,0.05,0,0,0,0,0,0,0,-0.05,0.340893132,0.467381748,0
SmaI_mm9_41397,chr4,132066183,188,1,NM_144907,Sesn2,132066371,132048722,-,-17461,NM_144907,Sesn2,132066371,132048722,-,Y,N,N,N,290,CpG_Start,CpG: 68,chr4,132065893,132066543,68.5,0.89,0.22,0,0.27,0.21,0,0.18,0.146666667,0.09,0.19,0.12,0.14,0,0.08,0.103333333,-0.043333334,0.445406981,0.351242981,0
SmaI_mm9_41410,chr4,132281293,7168,0,NM_201368,Xkr8,132288461,132280819,-,-474,NM_201368,Xkr8,132288461,132280819,-,N,RLTR20B1,LTR,ERVK,-42944,CpG_Start,CpG: 56,chr4,132324237,132324765,65,1.05,78.04,74,73.99,79.15,NA,80.71,77.178,68.27,66.75,71.91,62.49,67.1,51.64,64.69333333,-12.48466667,0.005335339,2.272837958,0
SmaI_mm9_41411,chr4,132281493,6968,0,NM_201368,Xkr8,132288461,132280819,-,-674,NM_201368,Xkr8,132288461,132280819,-,N,RLTR20B1,LTR,ERVK,-42744,CpG_Start,CpG: 56,chr4,132324237,132324765,65,1.05,59.28,44.37,44.97,46.6,NA,54.68,49.98,40.63,44.93,39.05,37.91,35.3,28.56,37.73,-12.25,0.008550105,2.068028569,0
SmaI_mm9_41414,chr4,132294036,-5575,0,NM_201368,Xkr8,132288461,132280819,-,-5155,NM_133888,Smpdl3b,132313086,132288881,-,N,N,N,N,-30201,CpG_Start,CpG: 56,chr4,132324237,132324765,65,1.05,98.65,98.42,98.73,97.58,100,98.19,98.595,99.44,97.5,97.74,97.52,99.38,98.25,98.305,-0.29,0.568349799,0.245384289,0
SmaI_mm9_41415,chr4,132294307,-5846,0,NM_201368,Xkr8,132288461,132280819,-,-5426,NM_133888,Smpdl3b,132313086,132288881,-,N,N,N,N,-29930,CpG_Start,CpG: 56,chr4,132324237,132324765,65,1.05,96.05,97.81,96.43,96.8,98.46,96.38,96.98833333,94.83,95.53,89.71,94.46,93.27,90.81,93.10166667,-3.88666666,0.003684916,2.433572466,0
